Q92558 AF-Q92558-F1-model_v4.pdb
Q96GC9 AF-Q96GC9-F1-model_v4.pdb
Q96GD0 AF-Q96GD0-F1-model_v4.pdb
Q96GD3 AF-Q96GD3-F1-model_v4.pdb
Q96GD4 AF-Q96GD4-F1-model_v4.pdb
Q96GE4 AF-Q96GE4-F1-model_v4.pdb
Q96GE5 AF-Q96GE5-F1-model_v4.pdb
Q96GE6 AF-Q96GE6-F1-model_v4.pdb
Q96GE9 AF-Q96GE9-F1-model_v4.pdb
Q96GF1 AF-Q96GF1-F1-model_v4.pdb
Q96GG9 AF-Q96GG9-F1-model_v4.pdb
Q96GI7 AF-Q96GI7-F1-model_v4.pdb
Q96GJ1 AF-Q96GJ1-F1-model_v4.pdb
Q96GK7 AF-Q96GK7-F1-model_v4.pdb
Q96GL9 AF-Q96GL9-F1-model_v4.pdb
Q96GM1 AF-Q96GM1-F1-model_v4.pdb
Q96GM5 AF-Q96GM5-F1-model_v4.pdb
Q96GM8 AF-Q96GM8-F1-model_v4.pdb
Q96GN5 AF-Q96GN5-F1-model_v4.pdb
Q96GP6 AF-Q96GP6-F1-model_v4.pdb
Q96GQ5 AF-Q96GQ5-F1-model_v4.pdb
Q96GQ7 AF-Q96GQ7-F1-model_v4.pdb
Q96GR2 AF-Q96GR2-F1-model_v4.pdb
Q96GR4 AF-Q96GR4-F1-model_v4.pdb
Q96GS4 AF-Q96GS4-F1-model_v4.pdb
Q96GS6 AF-Q96GS6-F1-model_v4.pdb
Q96GT9 AF-Q96GT9-F1-model_v4.pdb
Q96GU1 AF-Q96GU1-F1-model_v4.pdb
Q96GV9 AF-Q96GV9-F1-model_v4.pdb
Q96GW7 AF-Q96GW7-F1-model_v4.pdb
Q96GW9 AF-Q96GW9-F1-model_v4.pdb
Q96GX1 AF-Q96GX1-F1-model_v4.pdb
Q96GX2 AF-Q96GX2-F1-model_v4.pdb
Q96GX5 AF-Q96GX5-F1-model_v4.pdb
Q96GX8 AF-Q96GX8-F1-model_v4.pdb
Q96GX9 AF-Q96GX9-F1-model_v4.pdb
Q96GY0 AF-Q96GY0-F1-model_v4.pdb
Q96GY3 AF-Q96GY3-F1-model_v4.pdb
Q96GZ6 AF-Q96GZ6-F1-model_v4.pdb
Q96H12 AF-Q96H12-F1-model_v4.pdb
Q96H15 AF-Q96H15-F1-model_v4.pdb
Q96H20 AF-Q96H20-F1-model_v4.pdb
Q96H22 AF-Q96H22-F1-model_v4.pdb
Q96H35 AF-Q96H35-F1-model_v4.pdb
Q96H40 AF-Q96H40-F1-model_v4.pdb
Q96H55 AF-Q96H55-F1-model_v4.pdb
Q96H72 AF-Q96H72-F1-model_v4.pdb
Q96H78 AF-Q96H78-F1-model_v4.pdb
Q96H79 AF-Q96H79-F1-model_v4.pdb
Q96H86 AF-Q96H86-F1-model_v4.pdb
Q96H96 AF-Q96H96-F1-model_v4.pdb
Q96HA1 AF-Q96HA1-F1-model_v4.pdb
Q96HA4 AF-Q96HA4-F1-model_v4.pdb
Q96HA7 AF-Q96HA7-F1-model_v4.pdb
Q96HA8 AF-Q96HA8-F1-model_v4.pdb
Q96HA9 AF-Q96HA9-F1-model_v4.pdb
Q96HB5 AF-Q96HB5-F1-model_v4.pdb
Q96HC4 AF-Q96HC4-F1-model_v4.pdb
Q96HD1 AF-Q96HD1-F1-model_v4.pdb
Q96HD9 AF-Q96HD9-F1-model_v4.pdb
Q96HE7 AF-Q96HE7-F1-model_v4.pdb
Q96HE8 AF-Q96HE8-F1-model_v4.pdb
Q96HE9 AF-Q96HE9-F1-model_v4.pdb
Q96HF1 AF-Q96HF1-F1-model_v4.pdb
Q96HG1 AF-Q96HG1-F1-model_v4.pdb
Q96HH4 AF-Q96HH4-F1-model_v4.pdb
Q96HH6 AF-Q96HH6-F1-model_v4.pdb
Q96HH9 AF-Q96HH9-F1-model_v4.pdb
Q96HI0 AF-Q96HI0-F1-model_v4.pdb
Q96HJ3 AF-Q96HJ3-F1-model_v4.pdb
Q96HJ5 AF-Q96HJ5-F1-model_v4.pdb
Q96HJ9 AF-Q96HJ9-F1-model_v4.pdb
Q96HL8 AF-Q96HL8-F1-model_v4.pdb
Q96HM7 AF-Q96HM7-F1-model_v4.pdb
Q96HN2 AF-Q96HN2-F1-model_v4.pdb
Q96HP0 AF-Q96HP0-F1-model_v4.pdb
Q96HP4 AF-Q96HP4-F1-model_v4.pdb
Q96HP8 AF-Q96HP8-F1-model_v4.pdb
Q96HQ0 AF-Q96HQ0-F1-model_v4.pdb
Q96HQ2 AF-Q96HQ2-F1-model_v4.pdb
Q96HR3 AF-Q96HR3-F1-model_v4.pdb
Q96HR8 AF-Q96HR8-F1-model_v4.pdb
Q96HR9 AF-Q96HR9-F1-model_v4.pdb
Q96HS1 AF-Q96HS1-F1-model_v4.pdb
Q96HT8 AF-Q96HT8-F1-model_v4.pdb
Q96HU1 AF-Q96HU1-F1-model_v4.pdb
Q96HU8 AF-Q96HU8-F1-model_v4.pdb
Q96HV5 AF-Q96HV5-F1-model_v4.pdb
Q96HW7 AF-Q96HW7-F1-model_v4.pdb
Q96HY6 AF-Q96HY6-F1-model_v4.pdb
Q96HY7 AF-Q96HY7-F1-model_v4.pdb
Q96HZ4 AF-Q96HZ4-F1-model_v4.pdb
Q96HZ7 AF-Q96HZ7-F1-model_v4.pdb
Q96I13 AF-Q96I13-F1-model_v4.pdb
Q96I15 AF-Q96I15-F1-model_v4.pdb
Q96I23 AF-Q96I23-F1-model_v4.pdb
Q96I24 AF-Q96I24-F1-model_v4.pdb
Q96I25 AF-Q96I25-F1-model_v4.pdb
Q96I27 AF-Q96I27-F1-model_v4.pdb
Q96I34 AF-Q96I34-F1-model_v4.pdb
Q96I36 AF-Q96I36-F1-model_v4.pdb
Q96I45 AF-Q96I45-F1-model_v4.pdb
Q96I51 AF-Q96I51-F1-model_v4.pdb
Q96I59 AF-Q96I59-F1-model_v4.pdb
Q96I76 AF-Q96I76-F1-model_v4.pdb
Q96I82 AF-Q96I82-F1-model_v4.pdb
Q96I99 AF-Q96I99-F1-model_v4.pdb
Q96IC2 AF-Q96IC2-F1-model_v4.pdb
Q96ID5 AF-Q96ID5-F1-model_v4.pdb
Q96IF1 AF-Q96IF1-F1-model_v4.pdb
Q96IG2 AF-Q96IG2-F1-model_v4.pdb
Q96II8 AF-Q96II8-F1-model_v4.pdb
Q96IJ6 AF-Q96IJ6-F1-model_v4.pdb
Q96IK0 AF-Q96IK0-F1-model_v4.pdb
Q96IK1 AF-Q96IK1-F1-model_v4.pdb
Q96IK5 AF-Q96IK5-F1-model_v4.pdb
Q96IL0 AF-Q96IL0-F1-model_v4.pdb
Q96IM9 AF-Q96IM9-F1-model_v4.pdb
Q96IP4 AF-Q96IP4-F1-model_v4.pdb
Q96IQ7 AF-Q96IQ7-F1-model_v4.pdb
Q96IQ9 AF-Q96IQ9-F1-model_v4.pdb
Q96IR2 AF-Q96IR2-F1-model_v4.pdb
Q96IR3 AF-Q96IR3-F1-model_v4.pdb
Q96IR7 AF-Q96IR7-F1-model_v4.pdb
Q96IS3 AF-Q96IS3-F1-model_v4.pdb
Q96IT1 AF-Q96IT1-F1-model_v4.pdb
Q96IT6 AF-Q96IT6-F1-model_v4.pdb
Q96IU2 AF-Q96IU2-F1-model_v4.pdb
Q96IU4 AF-Q96IU4-F1-model_v4.pdb
Q96IV0 AF-Q96IV0-F1-model_v4.pdb
Q96IV6 AF-Q96IV6-F1-model_v4.pdb
Q96IW2 AF-Q96IW2-F1-model_v4.pdb
Q96IW7 AF-Q96IW7-F1-model_v4.pdb
Q96IX5 AF-Q96IX5-F1-model_v4.pdb
Q96IX9 AF-Q96IX9-F1-model_v4.pdb
Q96IY1 AF-Q96IY1-F1-model_v4.pdb
Q96IY4 AF-Q96IY4-F1-model_v4.pdb
Q96IZ0 AF-Q96IZ0-F1-model_v4.pdb
Q96IZ2 AF-Q96IZ2-F1-model_v4.pdb
Q96IZ5 AF-Q96IZ5-F1-model_v4.pdb
Q96IZ6 AF-Q96IZ6-F1-model_v4.pdb
Q96IZ7 AF-Q96IZ7-F1-model_v4.pdb
Q96J01 AF-Q96J01-F1-model_v4.pdb
Q96J02 AF-Q96J02-F1-model_v4.pdb
Q96J42 AF-Q96J42-F1-model_v4.pdb
Q96J65 AF-Q96J65-F1-model_v4.pdb
Q96J66 AF-Q96J66-F1-model_v4.pdb
Q96J77 AF-Q96J77-F1-model_v4.pdb
Q96J84 AF-Q96J84-F1-model_v4.pdb
Q96J86 AF-Q96J86-F1-model_v4.pdb
Q96J87 AF-Q96J87-F1-model_v4.pdb
Q96J88 AF-Q96J88-F1-model_v4.pdb
Q96J92 AF-Q96J92-F1-model_v4.pdb
Q96J94 AF-Q96J94-F1-model_v4.pdb
Q96JA1 AF-Q96JA1-F1-model_v4.pdb
Q96JA3 AF-Q96JA3-F1-model_v4.pdb
Q96JA4 AF-Q96JA4-F1-model_v4.pdb
Q96JB1 AF-Q96JB1-F1-model_v4.pdb
Q96JB2 AF-Q96JB2-F1-model_v4.pdb
Q96JB3 AF-Q96JB3-F1-model_v4.pdb
Q96JB5 AF-Q96JB5-F1-model_v4.pdb
Q96JB6 AF-Q96JB6-F1-model_v4.pdb
Q96JB8 AF-Q96JB8-F1-model_v4.pdb
Q96JC1 AF-Q96JC1-F1-model_v4.pdb
Q96JC4 AF-Q96JC4-F1-model_v4.pdb
Q96JC9 AF-Q96JC9-F1-model_v4.pdb
Q96JD6 AF-Q96JD6-F1-model_v4.pdb
Q96JE7 AF-Q96JE7-F1-model_v4.pdb
Q96JE9 AF-Q96JE9-F1-model_v4.pdb
Q96JF0 AF-Q96JF0-F1-model_v4.pdb
Q96JF6 AF-Q96JF6-F1-model_v4.pdb
Q96JG6 AF-Q96JG6-F1-model_v4.pdb
Q96JG8 AF-Q96JG8-F1-model_v4.pdb
Q96JG9 AF-Q96JG9-F1-model_v4.pdb
Q96JH7 AF-Q96JH7-F1-model_v4.pdb
Q96JH8 AF-Q96JH8-F1-model_v4.pdb
Q96JI7 AF-Q96JI7-F1-model_v4.pdb
Q96JJ3 AF-Q96JJ3-F1-model_v4.pdb
Q96JJ6 AF-Q96JJ6-F1-model_v4.pdb
Q96JJ7 AF-Q96JJ7-F1-model_v4.pdb
Q96JK2 AF-Q96JK2-F1-model_v4.pdb
Q96JK4 AF-Q96JK4-F1-model_v4.pdb
Q96JK9 AF-Q96JK9-F1-model_v4.pdb
Q96JL9 AF-Q96JL9-F1-model_v4.pdb
Q96JM2 AF-Q96JM2-F1-model_v4.pdb
Q96JM3 AF-Q96JM3-F1-model_v4.pdb
Q96JM4 AF-Q96JM4-F1-model_v4.pdb
Q96JM7 AF-Q96JM7-F1-model_v4.pdb
Q96JN0 AF-Q96JN0-F1-model_v4.pdb
Q96JN2 AF-Q96JN2-F1-model_v4.pdb
Q96JN8 AF-Q96JN8-F1-model_v4.pdb
Q96JP0 AF-Q96JP0-F1-model_v4.pdb
Q96JP2 AF-Q96JP2-F1-model_v4.pdb
Q96JP5 AF-Q96JP5-F1-model_v4.pdb
Q96JP9 AF-Q96JP9-F1-model_v4.pdb
Q96JQ0 AF-Q96JQ0-F1-model_v4.pdb
Q96JQ2 AF-Q96JQ2-F1-model_v4.pdb
Q96JQ5 AF-Q96JQ5-F1-model_v4.pdb
Q96JS3 AF-Q96JS3-F1-model_v4.pdb
Q96JT2 AF-Q96JT2-F1-model_v4.pdb
Q96JW4 AF-Q96JW4-F1-model_v4.pdb
Q96JX3 AF-Q96JX3-F1-model_v4.pdb
Q96JY0 AF-Q96JY0-F1-model_v4.pdb
Q96JY6 AF-Q96JY6-F1-model_v4.pdb
Q96JZ2 AF-Q96JZ2-F1-model_v4.pdb
Q96K12 AF-Q96K12-F1-model_v4.pdb
Q96K17 AF-Q96K17-F1-model_v4.pdb
Q96K19 AF-Q96K19-F1-model_v4.pdb
Q96K21 AF-Q96K21-F1-model_v4.pdb
Q96K30 AF-Q96K30-F1-model_v4.pdb
Q96K31 AF-Q96K31-F1-model_v4.pdb
Q96K37 AF-Q96K37-F1-model_v4.pdb
Q96K49 AF-Q96K49-F1-model_v4.pdb
Q96K58 AF-Q96K58-F1-model_v4.pdb
Q96K62 AF-Q96K62-F1-model_v4.pdb
Q96K75 AF-Q96K75-F1-model_v4.pdb
Q96K76 AF-Q96K76-F1-model_v4.pdb
Q96K78 AF-Q96K78-F1-model_v4.pdb
Q96K80 AF-Q96K80-F1-model_v4.pdb
Q96K83 AF-Q96K83-F1-model_v4.pdb
Q96KA5 AF-Q96KA5-F1-model_v4.pdb
Q96KB5 AF-Q96KB5-F1-model_v4.pdb
Q96KC2 AF-Q96KC2-F1-model_v4.pdb
Q96KC8 AF-Q96KC8-F1-model_v4.pdb
Q96KC9 AF-Q96KC9-F1-model_v4.pdb
Q96KD3 AF-Q96KD3-F1-model_v4.pdb
Q96KE9 AF-Q96KE9-F1-model_v4.pdb
Q96KF2 AF-Q96KF2-F1-model_v4.pdb
Q96KF7 AF-Q96KF7-F1-model_v4.pdb
Q96KG7 AF-Q96KG7-F1-model_v4.pdb
Q99698 AF-Q99698-F6-model_v4.pdb
Q99700 AF-Q99700-F1-model_v4.pdb
Q99704 AF-Q99704-F1-model_v4.pdb
Q99705 AF-Q99705-F1-model_v4.pdb
Q99706 AF-Q99706-F1-model_v4.pdb
Q99707 AF-Q99707-F1-model_v4.pdb
Q99708 AF-Q99708-F1-model_v4.pdb
Q99712 AF-Q99712-F1-model_v4.pdb
Q99714 AF-Q99714-F1-model_v4.pdb
Q99715 AF-Q99715-F1-model_v4.pdb
Q99798 AF-Q99798-F1-model_v4.pdb
Q9BPU9 AF-Q9BPU9-F1-model_v4.pdb
Q9BPV8 AF-Q9BPV8-F1-model_v4.pdb
