O00300 AF-O00300-F1-model_v4.pdb
O00526 AF-O00526-F1-model_v4.pdb
O00533 AF-O00533-F1-model_v4.pdb
O00534 AF-O00534-F1-model_v4.pdb
O00541 AF-O00541-F1-model_v4.pdb
O00548 AF-O00548-F1-model_v4.pdb
O00555 AF-O00555-F1-model_v4.pdb
O00559 AF-O00559-F1-model_v4.pdb
O00560 AF-O00560-F1-model_v4.pdb
O00562 AF-O00562-F1-model_v4.pdb
O00566 AF-O00566-F1-model_v4.pdb
O00567 AF-O00567-F1-model_v4.pdb
O00570 AF-O00570-F1-model_v4.pdb
O00571 AF-O00571-F1-model_v4.pdb
O00574 AF-O00574-F1-model_v4.pdb
O00584 AF-O00584-F1-model_v4.pdb
O00585 AF-O00585-F1-model_v4.pdb
O00587 AF-O00587-F1-model_v4.pdb
O00590 AF-O00590-F1-model_v4.pdb
O00591 AF-O00591-F1-model_v4.pdb
O00592 AF-O00592-F1-model_v4.pdb
O00602 AF-O00602-F1-model_v4.pdb
O00622 AF-O00622-F1-model_v4.pdb
O00623 AF-O00623-F1-model_v4.pdb
O00624 AF-O00624-F1-model_v4.pdb
O00625 AF-O00625-F1-model_v4.pdb
O00626 AF-O00626-F1-model_v4.pdb
O00628 AF-O00628-F1-model_v4.pdb
O00629 AF-O00629-F1-model_v4.pdb
O00631 AF-O00631-F1-model_v4.pdb
O00634 AF-O00634-F1-model_v4.pdb
O00635 AF-O00635-F1-model_v4.pdb
O00712 AF-O00712-F1-model_v4.pdb
O00716 AF-O00716-F1-model_v4.pdb
O00743 AF-O00743-F1-model_v4.pdb
O00744 AF-O00744-F1-model_v4.pdb
O00746 AF-O00746-F1-model_v4.pdb
O00748 AF-O00748-F1-model_v4.pdb
O00750 AF-O00750-F1-model_v4.pdb
O00754 AF-O00754-F1-model_v4.pdb
O00755 AF-O00755-F1-model_v4.pdb
O00757 AF-O00757-F1-model_v4.pdb
O00762 AF-O00762-F1-model_v4.pdb
O00763 AF-O00763-F1-model_v4.pdb
O00764 AF-O00764-F1-model_v4.pdb
O00767 AF-O00767-F1-model_v4.pdb
O14490 AF-O14490-F1-model_v4.pdb
O14492 AF-O14492-F1-model_v4.pdb
O14493 AF-O14493-F1-model_v4.pdb
O14494 AF-O14494-F1-model_v4.pdb
O14495 AF-O14495-F1-model_v4.pdb
O14497 AF-O14497-F1-model_v4.pdb
O14498 AF-O14498-F1-model_v4.pdb
O14503 AF-O14503-F1-model_v4.pdb
O14508 AF-O14508-F1-model_v4.pdb
O14511 AF-O14511-F1-model_v4.pdb
O14512 AF-O14512-F1-model_v4.pdb
O14513 AF-O14513-F1-model_v4.pdb
O14514 AF-O14514-F1-model_v4.pdb
O14519 AF-O14519-F1-model_v4.pdb
O14520 AF-O14520-F1-model_v4.pdb
O14521 AF-O14521-F1-model_v4.pdb
O14522 AF-O14522-F1-model_v4.pdb
O14523 AF-O14523-F1-model_v4.pdb
O14524 AF-O14524-F1-model_v4.pdb
O14525 AF-O14525-F1-model_v4.pdb
O14526 AF-O14526-F1-model_v4.pdb
O14529 AF-O14529-F1-model_v4.pdb
O14530 AF-O14530-F1-model_v4.pdb
O14531 AF-O14531-F1-model_v4.pdb
O14543 AF-O14543-F1-model_v4.pdb
O14544 AF-O14544-F1-model_v4.pdb
O14545 AF-O14545-F1-model_v4.pdb
O14548 AF-O14548-F1-model_v4.pdb
O14556 AF-O14556-F1-model_v4.pdb
O14558 AF-O14558-F1-model_v4.pdb
O14559 AF-O14559-F1-model_v4.pdb
O14561 AF-O14561-F1-model_v4.pdb
O14562 AF-O14562-F1-model_v4.pdb
O14569 AF-O14569-F1-model_v4.pdb
O14576 AF-O14576-F1-model_v4.pdb
O14578 AF-O14578-F1-model_v4.pdb
O14579 AF-O14579-F1-model_v4.pdb
O14581 AF-O14581-F1-model_v4.pdb
O14593 AF-O14593-F1-model_v4.pdb
O14594 AF-O14594-F1-model_v4.pdb
O14595 AF-O14595-F1-model_v4.pdb
O14598 AF-O14598-F1-model_v4.pdb
O14599 AF-O14599-F1-model_v4.pdb
O14602 AF-O14602-F1-model_v4.pdb
O14603 AF-O14603-F1-model_v4.pdb
O14604 AF-O14604-F1-model_v4.pdb
O14607 AF-O14607-F1-model_v4.pdb
O14609 AF-O14609-F1-model_v4.pdb
O14610 AF-O14610-F1-model_v4.pdb
O14613 AF-O14613-F1-model_v4.pdb
O14617 AF-O14617-F1-model_v4.pdb
O14618 AF-O14618-F1-model_v4.pdb
O14625 AF-O14625-F1-model_v4.pdb
O14626 AF-O14626-F1-model_v4.pdb
O14627 AF-O14627-F1-model_v4.pdb
O14628 AF-O14628-F1-model_v4.pdb
O14633 AF-O14633-F1-model_v4.pdb
O14638 AF-O14638-F1-model_v4.pdb
O14639 AF-O14639-F1-model_v4.pdb
O14640 AF-O14640-F1-model_v4.pdb
O14641 AF-O14641-F1-model_v4.pdb
O14645 AF-O14645-F1-model_v4.pdb
O14646 AF-O14646-F1-model_v4.pdb
O14647 AF-O14647-F1-model_v4.pdb
O14649 AF-O14649-F1-model_v4.pdb
O14653 AF-O14653-F1-model_v4.pdb
O14654 AF-O14654-F1-model_v4.pdb
O14656 AF-O14656-F1-model_v4.pdb
O14657 AF-O14657-F1-model_v4.pdb
O14662 AF-O14662-F1-model_v4.pdb
O14668 AF-O14668-F1-model_v4.pdb
O14669 AF-O14669-F1-model_v4.pdb
O14672 AF-O14672-F1-model_v4.pdb
O14678 AF-O14678-F1-model_v4.pdb
O14681 AF-O14681-F1-model_v4.pdb
O14682 AF-O14682-F1-model_v4.pdb
O14683 AF-O14683-F1-model_v4.pdb
O14684 AF-O14684-F1-model_v4.pdb
O14686 AF-O14686-F1-model_v4.pdb
O14709 AF-O14709-F1-model_v4.pdb
O14713 AF-O14713-F1-model_v4.pdb
O14715 AF-O14715-F1-model_v4.pdb
O14717 AF-O14717-F1-model_v4.pdb
O14718 AF-O14718-F1-model_v4.pdb
O14727 AF-O14727-F1-model_v4.pdb
O14730 AF-O14730-F1-model_v4.pdb
O14732 AF-O14732-F1-model_v4.pdb
O14733 AF-O14733-F1-model_v4.pdb
O14734 AF-O14734-F1-model_v4.pdb
O14735 AF-O14735-F1-model_v4.pdb
O14737 AF-O14737-F1-model_v4.pdb
O14744 AF-O14744-F1-model_v4.pdb
O14745 AF-O14745-F1-model_v4.pdb
O14746 AF-O14746-F1-model_v4.pdb
O14753 AF-O14753-F1-model_v4.pdb
O14756 AF-O14756-F1-model_v4.pdb
O14757 AF-O14757-F1-model_v4.pdb
O14763 AF-O14763-F1-model_v4.pdb
O14764 AF-O14764-F1-model_v4.pdb
O14770 AF-O14770-F1-model_v4.pdb
O14771 AF-O14771-F1-model_v4.pdb
O14772 AF-O14772-F1-model_v4.pdb
O14773 AF-O14773-F1-model_v4.pdb
O14775 AF-O14775-F1-model_v4.pdb
O14776 AF-O14776-F1-model_v4.pdb
O14777 AF-O14777-F1-model_v4.pdb
O14782 AF-O14782-F1-model_v4.pdb
O15049 AF-O15049-F1-model_v4.pdb
O15050 AF-O15050-F1-model_v4.pdb
O15054 AF-O15054-F1-model_v4.pdb
O15055 AF-O15055-F1-model_v4.pdb
O15056 AF-O15056-F1-model_v4.pdb
O15060 AF-O15060-F1-model_v4.pdb
O15061 AF-O15061-F1-model_v4.pdb
O15062 AF-O15062-F1-model_v4.pdb
O15063 AF-O15063-F1-model_v4.pdb
O15066 AF-O15066-F1-model_v4.pdb
O15067 AF-O15067-F1-model_v4.pdb
O15068 AF-O15068-F1-model_v4.pdb
O15069 AF-O15069-F1-model_v4.pdb
O15072 AF-O15072-F1-model_v4.pdb
O15075 AF-O15075-F1-model_v4.pdb
O15078 AF-O15078-F1-model_v4.pdb
O15079 AF-O15079-F1-model_v4.pdb
O15083 AF-O15083-F1-model_v4.pdb
O15084 AF-O15084-F1-model_v4.pdb
O15085 AF-O15085-F1-model_v4.pdb
O15090 AF-O15090-F1-model_v4.pdb
O15091 AF-O15091-F1-model_v4.pdb
O15105 AF-O15105-F1-model_v4.pdb
O15111 AF-O15111-F1-model_v4.pdb
O15116 AF-O15116-F1-model_v4.pdb
O15117 AF-O15117-F1-model_v4.pdb
O15372 AF-O15372-F1-model_v4.pdb
O15374 AF-O15374-F1-model_v4.pdb
O15375 AF-O15375-F1-model_v4.pdb
O15379 AF-O15379-F1-model_v4.pdb
O15381 AF-O15381-F1-model_v4.pdb
O15382 AF-O15382-F1-model_v4.pdb
O15389 AF-O15389-F1-model_v4.pdb
O15391 AF-O15391-F1-model_v4.pdb
O15392 AF-O15392-F1-model_v4.pdb
O15393 AF-O15393-F1-model_v4.pdb
O15394 AF-O15394-F1-model_v4.pdb
O15397 AF-O15397-F1-model_v4.pdb
O15399 AF-O15399-F1-model_v4.pdb
O15400 AF-O15400-F1-model_v4.pdb
O15403 AF-O15403-F1-model_v4.pdb
O14936 AF-O14936-F1-model_v4.pdb
O14939 AF-O14939-F1-model_v4.pdb
O14944 AF-O14944-F1-model_v4.pdb
O14948 AF-O14948-F1-model_v4.pdb
O14949 AF-O14949-F1-model_v4.pdb
O14950 AF-O14950-F1-model_v4.pdb
O14957 AF-O14957-F1-model_v4.pdb
O14958 AF-O14958-F1-model_v4.pdb
O14960 AF-O14960-F1-model_v4.pdb
O14964 AF-O14964-F1-model_v4.pdb
O14965 AF-O14965-F1-model_v4.pdb
O14966 AF-O14966-F1-model_v4.pdb
O14967 AF-O14967-F1-model_v4.pdb
O14972 AF-O14972-F1-model_v4.pdb
O14974 AF-O14974-F1-model_v4.pdb
O14975 AF-O14975-F1-model_v4.pdb
O14976 AF-O14976-F1-model_v4.pdb
O14977 AF-O14977-F1-model_v4.pdb
O14978 AF-O14978-F1-model_v4.pdb
O14979 AF-O14979-F1-model_v4.pdb
O14980 AF-O14980-F1-model_v4.pdb
O14981 AF-O14981-F1-model_v4.pdb
O14983 AF-O14983-F1-model_v4.pdb
O14986 AF-O14986-F1-model_v4.pdb
O14990 AF-O14990-F1-model_v4.pdb
O14994 AF-O14994-F1-model_v4.pdb
O15013 AF-O15013-F1-model_v4.pdb
O15014 AF-O15014-F1-model_v4.pdb
O15015 AF-O15015-F1-model_v4.pdb
O15016 AF-O15016-F1-model_v4.pdb
O15018 AF-O15018-F1-model_v4.pdb
O15020 AF-O15020-F1-model_v4.pdb
O15021 AF-O15021-F1-model_v4.pdb
O15027 AF-O15027-F1-model_v4.pdb
O15031 AF-O15031-F1-model_v4.pdb
O15033 AF-O15033-F1-model_v4.pdb
O15034 AF-O15034-F1-model_v4.pdb
O15037 AF-O15037-F1-model_v4.pdb
O15040 AF-O15040-F1-model_v4.pdb
O15041 AF-O15041-F1-model_v4.pdb
O15042 AF-O15042-F1-model_v4.pdb
O15047 AF-O15047-F1-model_v4.pdb
O14786 AF-O14786-F1-model_v4.pdb
O14787 AF-O14787-F1-model_v4.pdb
O14788 AF-O14788-F1-model_v4.pdb
O14791 AF-O14791-F1-model_v4.pdb
O14792 AF-O14792-F1-model_v4.pdb
O14793 AF-O14793-F1-model_v4.pdb
O14795 AF-O14795-F1-model_v4.pdb
O14796 AF-O14796-F1-model_v4.pdb
O14798 AF-O14798-F1-model_v4.pdb
O14802 AF-O14802-F1-model_v4.pdb
O14804 AF-O14804-F1-model_v4.pdb
O14807 AF-O14807-F1-model_v4.pdb
O14810 AF-O14810-F1-model_v4.pdb
O14813 AF-O14813-F1-model_v4.pdb
O14815 AF-O14815-F1-model_v4.pdb
O14817 AF-O14817-F1-model_v4.pdb
O14818 AF-O14818-F1-model_v4.pdb
O14827 AF-O14827-F1-model_v4.pdb
O14828 AF-O14828-F1-model_v4.pdb
O14829 AF-O14829-F1-model_v4.pdb
O14830 AF-O14830-F1-model_v4.pdb
O14832 AF-O14832-F1-model_v4.pdb
O14836 AF-O14836-F1-model_v4.pdb
O14841 AF-O14841-F1-model_v4.pdb
O14842 AF-O14842-F1-model_v4.pdb
O14843 AF-O14843-F1-model_v4.pdb
O14862 AF-O14862-F1-model_v4.pdb
O14863 AF-O14863-F1-model_v4.pdb
O14867 AF-O14867-F1-model_v4.pdb
O14874 AF-O14874-F1-model_v4.pdb
O14879 AF-O14879-F1-model_v4.pdb
O14880 AF-O14880-F1-model_v4.pdb
O14893 AF-O14893-F1-model_v4.pdb
O14894 AF-O14894-F1-model_v4.pdb
O14896 AF-O14896-F1-model_v4.pdb
O14901 AF-O14901-F1-model_v4.pdb
O14904 AF-O14904-F1-model_v4.pdb
O14905 AF-O14905-F1-model_v4.pdb
O14907 AF-O14907-F1-model_v4.pdb
O14908 AF-O14908-F1-model_v4.pdb
O14910 AF-O14910-F1-model_v4.pdb
O14917 AF-O14917-F1-model_v4.pdb
O14920 AF-O14920-F1-model_v4.pdb
O14921 AF-O14921-F1-model_v4.pdb
O14924 AF-O14924-F1-model_v4.pdb
O14925 AF-O14925-F1-model_v4.pdb
O14926 AF-O14926-F1-model_v4.pdb
O14929 AF-O14929-F1-model_v4.pdb
O14931 AF-O14931-F1-model_v4.pdb
O14933 AF-O14933-F1-model_v4.pdb
O15230 AF-O15230-F6-model_v4.pdb
O15231 AF-O15231-F1-model_v4.pdb
O15232 AF-O15232-F1-model_v4.pdb
O15234 AF-O15234-F1-model_v4.pdb
O15235 AF-O15235-F1-model_v4.pdb
O15239 AF-O15239-F1-model_v4.pdb
O15240 AF-O15240-F1-model_v4.pdb
O15243 AF-O15243-F1-model_v4.pdb
O15244 AF-O15244-F1-model_v4.pdb
O15245 AF-O15245-F1-model_v4.pdb
O15247 AF-O15247-F1-model_v4.pdb
O15254 AF-O15254-F1-model_v4.pdb
O15255 AF-O15255-F1-model_v4.pdb
O15258 AF-O15258-F1-model_v4.pdb
O15259 AF-O15259-F1-model_v4.pdb
O15260 AF-O15260-F1-model_v4.pdb
O15263 AF-O15263-F1-model_v4.pdb
O15264 AF-O15264-F1-model_v4.pdb
O15265 AF-O15265-F1-model_v4.pdb
O15266 AF-O15266-F1-model_v4.pdb
O15269 AF-O15269-F1-model_v4.pdb
O15270 AF-O15270-F1-model_v4.pdb
O15273 AF-O15273-F1-model_v4.pdb
O15287 AF-O15287-F1-model_v4.pdb
O15294 AF-O15294-F1-model_v4.pdb
O15296 AF-O15296-F1-model_v4.pdb
O15297 AF-O15297-F1-model_v4.pdb
O15303 AF-O15303-F1-model_v4.pdb
O15304 AF-O15304-F1-model_v4.pdb
O15305 AF-O15305-F1-model_v4.pdb
O15315 AF-O15315-F1-model_v4.pdb
O15318 AF-O15318-F1-model_v4.pdb
O15321 AF-O15321-F1-model_v4.pdb
O15327 AF-O15327-F1-model_v4.pdb
O15335 AF-O15335-F1-model_v4.pdb
O15342 AF-O15342-F1-model_v4.pdb
O15344 AF-O15344-F1-model_v4.pdb
O15347 AF-O15347-F1-model_v4.pdb
O15350 AF-O15350-F1-model_v4.pdb
O15353 AF-O15353-F1-model_v4.pdb
O15354 AF-O15354-F1-model_v4.pdb
O15355 AF-O15355-F1-model_v4.pdb
O15357 AF-O15357-F1-model_v4.pdb
O15360 AF-O15360-F1-model_v4.pdb
O15370 AF-O15370-F1-model_v4.pdb
O15371 AF-O15371-F1-model_v4.pdb
O15118 AF-O15118-F1-model_v4.pdb
O15119 AF-O15119-F1-model_v4.pdb
O15120 AF-O15120-F1-model_v4.pdb
O15121 AF-O15121-F1-model_v4.pdb
O15123 AF-O15123-F1-model_v4.pdb
O15126 AF-O15126-F1-model_v4.pdb
O15127 AF-O15127-F1-model_v4.pdb
O15130 AF-O15130-F1-model_v4.pdb
O15131 AF-O15131-F1-model_v4.pdb
O15143 AF-O15143-F1-model_v4.pdb
O15144 AF-O15144-F1-model_v4.pdb
O15145 AF-O15145-F1-model_v4.pdb
O15146 AF-O15146-F1-model_v4.pdb
O15151 AF-O15151-F1-model_v4.pdb
O15155 AF-O15155-F1-model_v4.pdb
O15156 AF-O15156-F1-model_v4.pdb
O15160 AF-O15160-F1-model_v4.pdb
O15162 AF-O15162-F1-model_v4.pdb
O15164 AF-O15164-F1-model_v4.pdb
O15165 AF-O15165-F1-model_v4.pdb
O15169 AF-O15169-F1-model_v4.pdb
O15172 AF-O15172-F1-model_v4.pdb
O15173 AF-O15173-F1-model_v4.pdb
O15178 AF-O15178-F1-model_v4.pdb
O15182 AF-O15182-F1-model_v4.pdb
O15194 AF-O15194-F1-model_v4.pdb
O15195 AF-O15195-F1-model_v4.pdb
O15197 AF-O15197-F1-model_v4.pdb
O15198 AF-O15198-F1-model_v4.pdb
O15204 AF-O15204-F1-model_v4.pdb
O15205 AF-O15205-F1-model_v4.pdb
O15209 AF-O15209-F1-model_v4.pdb
O15211 AF-O15211-F1-model_v4.pdb
O15212 AF-O15212-F1-model_v4.pdb
O15213 AF-O15213-F1-model_v4.pdb
O15217 AF-O15217-F1-model_v4.pdb
O15218 AF-O15218-F1-model_v4.pdb
O15225 AF-O15225-F1-model_v4.pdb
O15226 AF-O15226-F1-model_v4.pdb
O15228 AF-O15228-F1-model_v4.pdb
O15229 AF-O15229-F1-model_v4.pdb
O15405 AF-O15405-F1-model_v4.pdb
O15409 AF-O15409-F1-model_v4.pdb
O15417 AF-O15417-F1-model_v4.pdb
O15427 AF-O15427-F1-model_v4.pdb
O15428 AF-O15428-F1-model_v4.pdb
O15431 AF-O15431-F1-model_v4.pdb
O15432 AF-O15432-F1-model_v4.pdb
O15438 AF-O15438-F1-model_v4.pdb
O15439 AF-O15439-F1-model_v4.pdb
O15440 AF-O15440-F1-model_v4.pdb
O15442 AF-O15442-F1-model_v4.pdb
O15444 AF-O15444-F1-model_v4.pdb
O15446 AF-O15446-F1-model_v4.pdb
O15455 AF-O15455-F1-model_v4.pdb
O15457 AF-O15457-F1-model_v4.pdb
O15460 AF-O15460-F1-model_v4.pdb
O15466 AF-O15466-F1-model_v4.pdb
O15467 AF-O15467-F1-model_v4.pdb
O15479 AF-O15479-F1-model_v4.pdb
O15480 AF-O15480-F1-model_v4.pdb
O15481 AF-O15481-F1-model_v4.pdb
O15482 AF-O15482-F1-model_v4.pdb
O15484 AF-O15484-F1-model_v4.pdb
O15488 AF-O15488-F1-model_v4.pdb
O15492 AF-O15492-F1-model_v4.pdb
O15496 AF-O15496-F1-model_v4.pdb
O15498 AF-O15498-F1-model_v4.pdb
O15499 AF-O15499-F1-model_v4.pdb
O15503 AF-O15503-F1-model_v4.pdb
O15504 AF-O15504-F1-model_v4.pdb
O15511 AF-O15511-F1-model_v4.pdb
O15514 AF-O15514-F1-model_v4.pdb
O15516 AF-O15516-F1-model_v4.pdb
O15519 AF-O15519-F1-model_v4.pdb
O15520 AF-O15520-F1-model_v4.pdb
O15522 AF-O15522-F1-model_v4.pdb
O15523 AF-O15523-F1-model_v4.pdb
O15524 AF-O15524-F1-model_v4.pdb
O15525 AF-O15525-F1-model_v4.pdb
O15527 AF-O15527-F1-model_v4.pdb
O15528 AF-O15528-F1-model_v4.pdb
O15529 AF-O15529-F1-model_v4.pdb
O15530 AF-O15530-F1-model_v4.pdb
O15533 AF-O15533-F1-model_v4.pdb
O15534 AF-O15534-F1-model_v4.pdb
O15535 AF-O15535-F1-model_v4.pdb
O15537 AF-O15537-F1-model_v4.pdb
O15539 AF-O15539-F1-model_v4.pdb
O15540 AF-O15540-F1-model_v4.pdb
O15541 AF-O15541-F1-model_v4.pdb
O15544 AF-O15544-F1-model_v4.pdb
O15547 AF-O15547-F1-model_v4.pdb
O15550 AF-O15550-F1-model_v4.pdb
O15551 AF-O15551-F1-model_v4.pdb
O15552 AF-O15552-F1-model_v4.pdb
O15553 AF-O15553-F1-model_v4.pdb
O15554 AF-O15554-F1-model_v4.pdb
O43143 AF-O43143-F1-model_v4.pdb
O43147 AF-O43147-F1-model_v4.pdb
O43148 AF-O43148-F1-model_v4.pdb
O43149 AF-O43149-F1-model_v4.pdb
O43150 AF-O43150-F1-model_v4.pdb
O43151 AF-O43151-F1-model_v4.pdb
O43155 AF-O43155-F1-model_v4.pdb
