P13929 AF-P13929-F1-model_v4.pdb
P15090 AF-P15090-F1-model_v4.pdb
P15104 AF-P15104-F1-model_v4.pdb
P15121 AF-P15121-F1-model_v4.pdb
P15144 AF-P15144-F1-model_v4.pdb
P15151 AF-P15151-F1-model_v4.pdb
P15153 AF-P15153-F1-model_v4.pdb
P15169 AF-P15169-F1-model_v4.pdb
P15170 AF-P15170-F1-model_v4.pdb
P15172 AF-P15172-F1-model_v4.pdb
P15173 AF-P15173-F1-model_v4.pdb
P15248 AF-P15248-F1-model_v4.pdb
P15259 AF-P15259-F1-model_v4.pdb
P15260 AF-P15260-F1-model_v4.pdb
P15289 AF-P15289-F1-model_v4.pdb
P15291 AF-P15291-F1-model_v4.pdb
P15309 AF-P15309-F1-model_v4.pdb
P15311 AF-P15311-F1-model_v4.pdb
P15313 AF-P15313-F1-model_v4.pdb
P15328 AF-P15328-F1-model_v4.pdb
P15336 AF-P15336-F1-model_v4.pdb
P15374 AF-P15374-F1-model_v4.pdb
P15382 AF-P15382-F1-model_v4.pdb
P15391 AF-P15391-F1-model_v4.pdb
P15407 AF-P15407-F1-model_v4.pdb
P15408 AF-P15408-F1-model_v4.pdb
P15421 AF-P15421-F1-model_v4.pdb
P15428 AF-P15428-F1-model_v4.pdb
P15498 AF-P15498-F1-model_v4.pdb
P15502 AF-P15502-F1-model_v4.pdb
P15509 AF-P15509-F1-model_v4.pdb
P15514 AF-P15514-F1-model_v4.pdb
P15515 AF-P15515-F1-model_v4.pdb
P15516 AF-P15516-F1-model_v4.pdb
P15529 AF-P15529-F1-model_v4.pdb
P15531 AF-P15531-F1-model_v4.pdb
P15538 AF-P15538-F1-model_v4.pdb
P15559 AF-P15559-F1-model_v4.pdb
P15586 AF-P15586-F1-model_v4.pdb
P15621 AF-P15621-F1-model_v4.pdb
P15622 AF-P15622-F1-model_v4.pdb
P15692 AF-P15692-F1-model_v4.pdb
P15735 AF-P15735-F1-model_v4.pdb
P15812 AF-P15812-F1-model_v4.pdb
P15813 AF-P15813-F1-model_v4.pdb
P15814 AF-P15814-F1-model_v4.pdb
P15822 AF-P15822-F1-model_v4.pdb
P15848 AF-P15848-F1-model_v4.pdb
P15863 AF-P15863-F1-model_v4.pdb
P15880 AF-P15880-F1-model_v4.pdb
P15882 AF-P15882-F1-model_v4.pdb
P15884 AF-P15884-F1-model_v4.pdb
P15907 AF-P15907-F1-model_v4.pdb
P15918 AF-P15918-F1-model_v4.pdb
P15923 AF-P15923-F1-model_v4.pdb
P15924 AF-P15924-F1-model_v4.pdb
P15927 AF-P15927-F1-model_v4.pdb
P15941 AF-P15941-F1-model_v4.pdb
P15954 AF-P15954-F1-model_v4.pdb
P15976 AF-P15976-F1-model_v4.pdb
P16035 AF-P16035-F1-model_v4.pdb
P16050 AF-P16050-F1-model_v4.pdb
P16066 AF-P16066-F1-model_v4.pdb
P16070 AF-P16070-F1-model_v4.pdb
P16083 AF-P16083-F1-model_v4.pdb
P16104 AF-P16104-F1-model_v4.pdb
P16109 AF-P16109-F1-model_v4.pdb
P16112 AF-P16112-F1-model_v4.pdb
P16118 AF-P16118-F1-model_v4.pdb
P16144 AF-P16144-F1-model_v4.pdb
P16150 AF-P16150-F1-model_v4.pdb
P16152 AF-P16152-F1-model_v4.pdb
P16157 AF-P16157-F1-model_v4.pdb
P16219 AF-P16219-F1-model_v4.pdb
P16220 AF-P16220-F1-model_v4.pdb
P16233 AF-P16233-F1-model_v4.pdb
P16234 AF-P16234-F1-model_v4.pdb
P16260 AF-P16260-F1-model_v4.pdb
P16278 AF-P16278-F1-model_v4.pdb
P16284 AF-P16284-F1-model_v4.pdb
P16298 AF-P16298-F1-model_v4.pdb
P16333 AF-P16333-F1-model_v4.pdb
P16383 AF-P16383-F1-model_v4.pdb
P16389 AF-P16389-F1-model_v4.pdb
P16401 AF-P16401-F1-model_v4.pdb
P16402 AF-P16402-F1-model_v4.pdb
P16403 AF-P16403-F1-model_v4.pdb
P16410 AF-P16410-F1-model_v4.pdb
P16415 AF-P16415-F1-model_v4.pdb
P16422 AF-P16422-F1-model_v4.pdb
P16435 AF-P16435-F1-model_v4.pdb
P16442 AF-P16442-F1-model_v4.pdb
P16444 AF-P16444-F1-model_v4.pdb
P16452 AF-P16452-F1-model_v4.pdb
P16455 AF-P16455-F1-model_v4.pdb
P16471 AF-P16471-F1-model_v4.pdb
P16473 AF-P16473-F1-model_v4.pdb
P16499 AF-P16499-F1-model_v4.pdb
P16519 AF-P16519-F1-model_v4.pdb
P16520 AF-P16520-F1-model_v4.pdb
P16562 AF-P16562-F1-model_v4.pdb
P16581 AF-P16581-F1-model_v4.pdb
P16591 AF-P16591-F1-model_v4.pdb
P16615 AF-P16615-F1-model_v4.pdb
P16619 AF-P16619-F1-model_v4.pdb
P16662 AF-P16662-F1-model_v4.pdb
P16671 AF-P16671-F1-model_v4.pdb
P16860 AF-P16860-F1-model_v4.pdb
P16870 AF-P16870-F1-model_v4.pdb
P16871 AF-P16871-F1-model_v4.pdb
P16885 AF-P16885-F1-model_v4.pdb
P16930 AF-P16930-F1-model_v4.pdb
P16949 AF-P16949-F1-model_v4.pdb
P16989 AF-P16989-F1-model_v4.pdb
P17010 AF-P17010-F1-model_v4.pdb
P17014 AF-P17014-F1-model_v4.pdb
P17017 AF-P17017-F1-model_v4.pdb
P17019 AF-P17019-F1-model_v4.pdb
P17020 AF-P17020-F1-model_v4.pdb
P17021 AF-P17021-F1-model_v4.pdb
P17022 AF-P17022-F1-model_v4.pdb
P17023 AF-P17023-F1-model_v4.pdb
P17024 AF-P17024-F1-model_v4.pdb
P17025 AF-P17025-F1-model_v4.pdb
P17026 AF-P17026-F1-model_v4.pdb
P17027 AF-P17027-F1-model_v4.pdb
P17028 AF-P17028-F1-model_v4.pdb
P17029 AF-P17029-F1-model_v4.pdb
P17030 AF-P17030-F1-model_v4.pdb
P17031 AF-P17031-F1-model_v4.pdb
P17032 AF-P17032-F1-model_v4.pdb
P17035 AF-P17035-F1-model_v4.pdb
P17036 AF-P17036-F1-model_v4.pdb
P17038 AF-P17038-F1-model_v4.pdb
P17039 AF-P17039-F1-model_v4.pdb
P17040 AF-P17040-F1-model_v4.pdb
P17041 AF-P17041-F1-model_v4.pdb
P17050 AF-P17050-F1-model_v4.pdb
P17066 AF-P17066-F1-model_v4.pdb
P17081 AF-P17081-F1-model_v4.pdb
P17096 AF-P17096-F1-model_v4.pdb
P17097 AF-P17097-F1-model_v4.pdb
P17098 AF-P17098-F1-model_v4.pdb
P17152 AF-P17152-F1-model_v4.pdb
P17174 AF-P17174-F1-model_v4.pdb
P17181 AF-P17181-F1-model_v4.pdb
P17213 AF-P17213-F1-model_v4.pdb
P17252 AF-P17252-F1-model_v4.pdb
P17275 AF-P17275-F1-model_v4.pdb
P17301 AF-P17301-F1-model_v4.pdb
P17302 AF-P17302-F1-model_v4.pdb
P17342 AF-P17342-F1-model_v4.pdb
P17405 AF-P17405-F1-model_v4.pdb
P17480 AF-P17480-F1-model_v4.pdb
P17481 AF-P17481-F1-model_v4.pdb
P17482 AF-P17482-F1-model_v4.pdb
P17483 AF-P17483-F1-model_v4.pdb
P17509 AF-P17509-F1-model_v4.pdb
P17516 AF-P17516-F1-model_v4.pdb
P17535 AF-P17535-F1-model_v4.pdb
P17538 AF-P17538-F1-model_v4.pdb
P17540 AF-P17540-F1-model_v4.pdb
P17542 AF-P17542-F1-model_v4.pdb
P17544 AF-P17544-F1-model_v4.pdb
P17568 AF-P17568-F1-model_v4.pdb
P17600 AF-P17600-F1-model_v4.pdb
P17612 AF-P17612-F1-model_v4.pdb
P17643 AF-P17643-F1-model_v4.pdb
P17655 AF-P17655-F1-model_v4.pdb
P17658 AF-P17658-F1-model_v4.pdb
P17661 AF-P17661-F1-model_v4.pdb
P17676 AF-P17676-F1-model_v4.pdb
P17677 AF-P17677-F1-model_v4.pdb
P17693 AF-P17693-F1-model_v4.pdb
P17706 AF-P17706-F1-model_v4.pdb
P17707 AF-P17707-F1-model_v4.pdb
P17735 AF-P17735-F1-model_v4.pdb
P17752 AF-P17752-F1-model_v4.pdb
P17787 AF-P17787-F1-model_v4.pdb
P17812 AF-P17812-F1-model_v4.pdb
P17813 AF-P17813-F1-model_v4.pdb
P17844 AF-P17844-F1-model_v4.pdb
P17858 AF-P17858-F1-model_v4.pdb
P17861 AF-P17861-F1-model_v4.pdb
P17900 AF-P17900-F1-model_v4.pdb
P17927 AF-P17927-F1-model_v4.pdb
P17931 AF-P17931-F1-model_v4.pdb
P17936 AF-P17936-F1-model_v4.pdb
P17947 AF-P17947-F1-model_v4.pdb
P17948 AF-P17948-F1-model_v4.pdb
P17980 AF-P17980-F1-model_v4.pdb
P17987 AF-P17987-F1-model_v4.pdb
P18031 AF-P18031-F1-model_v4.pdb
P18054 AF-P18054-F1-model_v4.pdb
P18065 AF-P18065-F1-model_v4.pdb
P18074 AF-P18074-F1-model_v4.pdb
P18075 AF-P18075-F1-model_v4.pdb
P18077 AF-P18077-F1-model_v4.pdb
P18084 AF-P18084-F1-model_v4.pdb
P18085 AF-P18085-F1-model_v4.pdb
P18089 AF-P18089-F1-model_v4.pdb
P18124 AF-P18124-F1-model_v4.pdb
P18146 AF-P18146-F1-model_v4.pdb
P18206 AF-P18206-F1-model_v4.pdb
P18405 AF-P18405-F1-model_v4.pdb
P18428 AF-P18428-F1-model_v4.pdb
P18433 AF-P18433-F1-model_v4.pdb
P18440 AF-P18440-F1-model_v4.pdb
P18505 AF-P18505-F1-model_v4.pdb
P18507 AF-P18507-F1-model_v4.pdb
P18509 AF-P18509-F1-model_v4.pdb
P18510 AF-P18510-F1-model_v4.pdb
P18545 AF-P18545-F1-model_v4.pdb
P18564 AF-P18564-F1-model_v4.pdb
P18577 AF-P18577-F1-model_v4.pdb
P18583 AF-P18583-F1-model_v4.pdb
P18615 AF-P18615-F1-model_v4.pdb
P18621 AF-P18621-F1-model_v4.pdb
P18627 AF-P18627-F1-model_v4.pdb
P18669 AF-P18669-F1-model_v4.pdb
P18754 AF-P18754-F1-model_v4.pdb
P18825 AF-P18825-F1-model_v4.pdb
P18827 AF-P18827-F1-model_v4.pdb
P18846 AF-P18846-F1-model_v4.pdb
P18847 AF-P18847-F1-model_v4.pdb
P18848 AF-P18848-F1-model_v4.pdb
P18850 AF-P18850-F1-model_v4.pdb
P18858 AF-P18858-F1-model_v4.pdb
P18859 AF-P18859-F1-model_v4.pdb
P18887 AF-P18887-F1-model_v4.pdb
P19012 AF-P19012-F1-model_v4.pdb
P19013 AF-P19013-F1-model_v4.pdb
P19021 AF-P19021-F1-model_v4.pdb
P19022 AF-P19022-F1-model_v4.pdb
P19075 AF-P19075-F1-model_v4.pdb
P19086 AF-P19086-F1-model_v4.pdb
P19087 AF-P19087-F1-model_v4.pdb
P19099 AF-P19099-F1-model_v4.pdb
P19105 AF-P19105-F1-model_v4.pdb
P19113 AF-P19113-F1-model_v4.pdb
P19174 AF-P19174-F1-model_v4.pdb
P19224 AF-P19224-F1-model_v4.pdb
P19235 AF-P19235-F1-model_v4.pdb
P19237 AF-P19237-F1-model_v4.pdb
P19256 AF-P19256-F1-model_v4.pdb
P19320 AF-P19320-F1-model_v4.pdb
P19338 AF-P19338-F1-model_v4.pdb
P19367 AF-P19367-F1-model_v4.pdb
P19387 AF-P19387-F1-model_v4.pdb
P19388 AF-P19388-F1-model_v4.pdb
P19397 AF-P19397-F1-model_v4.pdb
P19404 AF-P19404-F1-model_v4.pdb
P19419 AF-P19419-F1-model_v4.pdb
P19429 AF-P19429-F1-model_v4.pdb
P19438 AF-P19438-F1-model_v4.pdb
P19440 AF-P19440-F1-model_v4.pdb
P19447 AF-P19447-F1-model_v4.pdb
P19474 AF-P19474-F1-model_v4.pdb
P19484 AF-P19484-F1-model_v4.pdb
P19525 AF-P19525-F1-model_v4.pdb
P19526 AF-P19526-F1-model_v4.pdb
P19532 AF-P19532-F1-model_v4.pdb
P19544 AF-P19544-F1-model_v4.pdb
P19622 AF-P19622-F1-model_v4.pdb
P19623 AF-P19623-F1-model_v4.pdb
P19634 AF-P19634-F1-model_v4.pdb
P19652 AF-P19652-F1-model_v4.pdb
P19784 AF-P19784-F1-model_v4.pdb
P19793 AF-P19793-F1-model_v4.pdb
P19801 AF-P19801-F1-model_v4.pdb
P19823 AF-P19823-F1-model_v4.pdb
P19827 AF-P19827-F1-model_v4.pdb
P19835 AF-P19835-F1-model_v4.pdb
P19838 AF-P19838-F1-model_v4.pdb
P19875 AF-P19875-F1-model_v4.pdb
P19876 AF-P19876-F1-model_v4.pdb
P19878 AF-P19878-F1-model_v4.pdb
P19883 AF-P19883-F1-model_v4.pdb
P19957 AF-P19957-F1-model_v4.pdb
P19961 AF-P19961-F1-model_v4.pdb
P19971 AF-P19971-F1-model_v4.pdb
P20020 AF-P20020-F1-model_v4.pdb
P20023 AF-P20023-F1-model_v4.pdb
P20036 AF-P20036-F1-model_v4.pdb
P20042 AF-P20042-F1-model_v4.pdb
P20061 AF-P20061-F1-model_v4.pdb
P20062 AF-P20062-F1-model_v4.pdb
P20073 AF-P20073-F1-model_v4.pdb
P20132 AF-P20132-F1-model_v4.pdb
P20138 AF-P20138-F1-model_v4.pdb
P20142 AF-P20142-F1-model_v4.pdb
P20151 AF-P20151-F1-model_v4.pdb
P20155 AF-P20155-F1-model_v4.pdb
P20160 AF-P20160-F1-model_v4.pdb
P20226 AF-P20226-F1-model_v4.pdb
P20231 AF-P20231-F1-model_v4.pdb
P20248 AF-P20248-F1-model_v4.pdb
P20264 AF-P20264-F1-model_v4.pdb
P20265 AF-P20265-F1-model_v4.pdb
P20273 AF-P20273-F1-model_v4.pdb
P20290 AF-P20290-F1-model_v4.pdb
P20292 AF-P20292-F1-model_v4.pdb
P20309 AF-P20309-F1-model_v4.pdb
P20333 AF-P20333-F1-model_v4.pdb
P20336 AF-P20336-F1-model_v4.pdb
P20337 AF-P20337-F1-model_v4.pdb
P20338 AF-P20338-F1-model_v4.pdb
P20339 AF-P20339-F1-model_v4.pdb
P20340 AF-P20340-F1-model_v4.pdb
P20366 AF-P20366-F1-model_v4.pdb
P20382 AF-P20382-F1-model_v4.pdb
P20393 AF-P20393-F1-model_v4.pdb
P20396 AF-P20396-F1-model_v4.pdb
P20472 AF-P20472-F1-model_v4.pdb
P20585 AF-P20585-F1-model_v4.pdb
P20591 AF-P20591-F1-model_v4.pdb
P20592 AF-P20592-F1-model_v4.pdb
P20594 AF-P20594-F1-model_v4.pdb
P20618 AF-P20618-F1-model_v4.pdb
P20645 AF-P20645-F1-model_v4.pdb
P20648 AF-P20648-F1-model_v4.pdb
P20671 AF-P20671-F1-model_v4.pdb
P20674 AF-P20674-F1-model_v4.pdb
P20700 AF-P20700-F1-model_v4.pdb
P20701 AF-P20701-F1-model_v4.pdb
P20702 AF-P20702-F1-model_v4.pdb
P20711 AF-P20711-F1-model_v4.pdb
P20718 AF-P20718-F1-model_v4.pdb
P20719 AF-P20719-F1-model_v4.pdb
P20742 AF-P20742-F1-model_v4.pdb
P20749 AF-P20749-F1-model_v4.pdb
P20774 AF-P20774-F1-model_v4.pdb
P20783 AF-P20783-F1-model_v4.pdb
P20794 AF-P20794-F1-model_v4.pdb
P20800 AF-P20800-F1-model_v4.pdb
P20807 AF-P20807-F1-model_v4.pdb
P20809 AF-P20809-F1-model_v4.pdb
P20810 AF-P20810-F1-model_v4.pdb
P20813 AF-P20813-F1-model_v4.pdb
P20815 AF-P20815-F1-model_v4.pdb
P20823 AF-P20823-F1-model_v4.pdb
P20827 AF-P20827-F1-model_v4.pdb
P20839 AF-P20839-F1-model_v4.pdb
P20848 AF-P20848-F1-model_v4.pdb
P20849 AF-P20849-F1-model_v4.pdb
P20851 AF-P20851-F1-model_v4.pdb
P20853 AF-P20853-F1-model_v4.pdb
P20908 AF-P20908-F1-model_v4.pdb
P20916 AF-P20916-F1-model_v4.pdb
P20929 AF-P20929-F1-model_v4.pdb
P20930 AF-P20930-F1-model_v4.pdb
P20933 AF-P20933-F1-model_v4.pdb
P20936 AF-P20936-F1-model_v4.pdb
P20941 AF-P20941-F1-model_v4.pdb
P20962 AF-P20962-F1-model_v4.pdb
P20963 AF-P20963-F1-model_v4.pdb
P21108 AF-P21108-F1-model_v4.pdb
P21127 AF-P21127-F1-model_v4.pdb
P21128 AF-P21128-F1-model_v4.pdb
P21145 AF-P21145-F1-model_v4.pdb
P21217 AF-P21217-F1-model_v4.pdb
P21246 AF-P21246-F1-model_v4.pdb
P21266 AF-P21266-F1-model_v4.pdb
P21281 AF-P21281-F1-model_v4.pdb
P21283 AF-P21283-F1-model_v4.pdb
P21291 AF-P21291-F1-model_v4.pdb
P21333 AF-P21333-F1-model_v4.pdb
P21359 AF-P21359-F1-model_v4.pdb
P21397 AF-P21397-F1-model_v4.pdb
P21399 AF-P21399-F1-model_v4.pdb
P21439 AF-P21439-F1-model_v4.pdb
P21452 AF-P21452-F1-model_v4.pdb
P21453 AF-P21453-F1-model_v4.pdb
P21462 AF-P21462-F1-model_v4.pdb
P21506 AF-P21506-F1-model_v4.pdb
P21549 AF-P21549-F1-model_v4.pdb
P21554 AF-P21554-F1-model_v4.pdb
P21579 AF-P21579-F1-model_v4.pdb
P21580 AF-P21580-F1-model_v4.pdb
P21583 AF-P21583-F1-model_v4.pdb
P21589 AF-P21589-F1-model_v4.pdb
P21673 AF-P21673-F1-model_v4.pdb
P21675 AF-P21675-F1-model_v4.pdb
P21695 AF-P21695-F1-model_v4.pdb
P21709 AF-P21709-F1-model_v4.pdb
P21728 AF-P21728-F1-model_v4.pdb
P21730 AF-P21730-F1-model_v4.pdb
P21731 AF-P21731-F1-model_v4.pdb
P21741 AF-P21741-F1-model_v4.pdb
P21754 AF-P21754-F1-model_v4.pdb
P21757 AF-P21757-F1-model_v4.pdb
P21781 AF-P21781-F1-model_v4.pdb
P21796 AF-P21796-F1-model_v4.pdb
P21802 AF-P21802-F1-model_v4.pdb
P21810 AF-P21810-F1-model_v4.pdb
P21815 AF-P21815-F1-model_v4.pdb
P21817 AF-P21817-F1-model_v4.pdb
P21854 AF-P21854-F1-model_v4.pdb
P21860 AF-P21860-F1-model_v4.pdb
P21912 AF-P21912-F1-model_v4.pdb
P21917 AF-P21917-F1-model_v4.pdb
P21918 AF-P21918-F1-model_v4.pdb
P21926 AF-P21926-F1-model_v4.pdb
P21941 AF-P21941-F1-model_v4.pdb
P21953 AF-P21953-F1-model_v4.pdb
P21964 AF-P21964-F1-model_v4.pdb
P21980 AF-P21980-F1-model_v4.pdb
P22001 AF-P22001-F1-model_v4.pdb
P22003 AF-P22003-F1-model_v4.pdb
P22004 AF-P22004-F1-model_v4.pdb
P22033 AF-P22033-F1-model_v4.pdb
P22059 AF-P22059-F1-model_v4.pdb
P22061 AF-P22061-F1-model_v4.pdb
P22079 AF-P22079-F1-model_v4.pdb
P22083 AF-P22083-F1-model_v4.pdb
P22087 AF-P22087-F1-model_v4.pdb
P22090 AF-P22090-F1-model_v4.pdb
P22102 AF-P22102-F1-model_v4.pdb
P22105 AF-P22105-F1-model_v4.pdb
P22223 AF-P22223-F1-model_v4.pdb
P22234 AF-P22234-F1-model_v4.pdb
P22301 AF-P22301-F1-model_v4.pdb
P22303 AF-P22303-F1-model_v4.pdb
P22304 AF-P22304-F1-model_v4.pdb
P22307 AF-P22307-F1-model_v4.pdb
P22309 AF-P22309-F1-model_v4.pdb
P22310 AF-P22310-F1-model_v4.pdb
P22314 AF-P22314-F1-model_v4.pdb
P22362 AF-P22362-F1-model_v4.pdb
P22392 AF-P22392-F1-model_v4.pdb
P22413 AF-P22413-F1-model_v4.pdb
P22415 AF-P22415-F1-model_v4.pdb
P22455 AF-P22455-F1-model_v4.pdb
P22459 AF-P22459-F1-model_v4.pdb
P22460 AF-P22460-F1-model_v4.pdb
