P33032 AF-P33032-F1-model_v4.pdb
P35503 AF-P35503-F1-model_v4.pdb
P35504 AF-P35504-F1-model_v4.pdb
P35520 AF-P35520-F1-model_v4.pdb
P35523 AF-P35523-F1-model_v4.pdb
P35527 AF-P35527-F1-model_v4.pdb
P35542 AF-P35542-F1-model_v4.pdb
P35544 AF-P35544-F1-model_v4.pdb
P35548 AF-P35548-F1-model_v4.pdb
P35555 AF-P35555-F1-model_v4.pdb
P35556 AF-P35556-F1-model_v4.pdb
P35557 AF-P35557-F1-model_v4.pdb
P35558 AF-P35558-F1-model_v4.pdb
P35568 AF-P35568-F1-model_v4.pdb
P35573 AF-P35573-F1-model_v4.pdb
P35575 AF-P35575-F1-model_v4.pdb
P35579 AF-P35579-F1-model_v4.pdb
P35580 AF-P35580-F1-model_v4.pdb
P35590 AF-P35590-F1-model_v4.pdb
P35606 AF-P35606-F1-model_v4.pdb
P35609 AF-P35609-F1-model_v4.pdb
P35610 AF-P35610-F1-model_v4.pdb
P35611 AF-P35611-F1-model_v4.pdb
P35612 AF-P35612-F1-model_v4.pdb
P35613 AF-P35613-F1-model_v4.pdb
P35625 AF-P35625-F1-model_v4.pdb
P35626 AF-P35626-F1-model_v4.pdb
P35637 AF-P35637-F1-model_v4.pdb
P35638 AF-P35638-F1-model_v4.pdb
P35658 AF-P35658-F1-model_v4.pdb
P35659 AF-P35659-F1-model_v4.pdb
P35663 AF-P35663-F1-model_v4.pdb
P35670 AF-P35670-F1-model_v4.pdb
P35680 AF-P35680-F1-model_v4.pdb
P35711 AF-P35711-F1-model_v4.pdb
P35712 AF-P35712-F1-model_v4.pdb
P35713 AF-P35713-F1-model_v4.pdb
P35716 AF-P35716-F1-model_v4.pdb
P35749 AF-P35749-F1-model_v4.pdb
P35754 AF-P35754-F1-model_v4.pdb
P35789 AF-P35789-F1-model_v4.pdb
P35790 AF-P35790-F1-model_v4.pdb
P35813 AF-P35813-F1-model_v4.pdb
P35858 AF-P35858-F1-model_v4.pdb
P35869 AF-P35869-F1-model_v4.pdb
P35900 AF-P35900-F1-model_v4.pdb
P35908 AF-P35908-F1-model_v4.pdb
P35913 AF-P35913-F1-model_v4.pdb
P35914 AF-P35914-F1-model_v4.pdb
P35916 AF-P35916-F1-model_v4.pdb
P35968 AF-P35968-F1-model_v4.pdb
P35998 AF-P35998-F1-model_v4.pdb
P36021 AF-P36021-F1-model_v4.pdb
P36222 AF-P36222-F1-model_v4.pdb
P36268 AF-P36268-F1-model_v4.pdb
P36269 AF-P36269-F1-model_v4.pdb
P36382 AF-P36382-F1-model_v4.pdb
P36383 AF-P36383-F1-model_v4.pdb
P36402 AF-P36402-F1-model_v4.pdb
P36404 AF-P36404-F1-model_v4.pdb
P36405 AF-P36405-F1-model_v4.pdb
P36406 AF-P36406-F1-model_v4.pdb
P36507 AF-P36507-F1-model_v4.pdb
P36508 AF-P36508-F1-model_v4.pdb
P36537 AF-P36537-F1-model_v4.pdb
P36542 AF-P36542-F1-model_v4.pdb
P36543 AF-P36543-F1-model_v4.pdb
P36544 AF-P36544-F1-model_v4.pdb
P36551 AF-P36551-F1-model_v4.pdb
P36575 AF-P36575-F1-model_v4.pdb
P36578 AF-P36578-F1-model_v4.pdb
P36639 AF-P36639-F1-model_v4.pdb
P36776 AF-P36776-F1-model_v4.pdb
P36871 AF-P36871-F1-model_v4.pdb
P36873 AF-P36873-F1-model_v4.pdb
P36888 AF-P36888-F1-model_v4.pdb
P36894 AF-P36894-F1-model_v4.pdb
P36896 AF-P36896-F1-model_v4.pdb
P36897 AF-P36897-F1-model_v4.pdb
P36915 AF-P36915-F1-model_v4.pdb
P36941 AF-P36941-F1-model_v4.pdb
P36952 AF-P36952-F1-model_v4.pdb
P36954 AF-P36954-F1-model_v4.pdb
P36955 AF-P36955-F1-model_v4.pdb
P36956 AF-P36956-F1-model_v4.pdb
P36957 AF-P36957-F1-model_v4.pdb
P36959 AF-P36959-F1-model_v4.pdb
P36980 AF-P36980-F1-model_v4.pdb
P37023 AF-P37023-F1-model_v4.pdb
P37058 AF-P37058-F1-model_v4.pdb
P37059 AF-P37059-F1-model_v4.pdb
P37088 AF-P37088-F1-model_v4.pdb
P37108 AF-P37108-F1-model_v4.pdb
P37173 AF-P37173-F1-model_v4.pdb
P37198 AF-P37198-F1-model_v4.pdb
P37231 AF-P37231-F1-model_v4.pdb
P37235 AF-P37235-F1-model_v4.pdb
P37268 AF-P37268-F1-model_v4.pdb
P37275 AF-P37275-F1-model_v4.pdb
P37287 AF-P37287-F1-model_v4.pdb
P37288 AF-P37288-F1-model_v4.pdb
P37802 AF-P37802-F1-model_v4.pdb
P37837 AF-P37837-F1-model_v4.pdb
P37840 AF-P37840-F1-model_v4.pdb
P38117 AF-P38117-F1-model_v4.pdb
P38159 AF-P38159-F1-model_v4.pdb
P38398 AF-P38398-F1-model_v4.pdb
P38405 AF-P38405-F1-model_v4.pdb
P38432 AF-P38432-F1-model_v4.pdb
P38435 AF-P38435-F1-model_v4.pdb
P38484 AF-P38484-F1-model_v4.pdb
P38567 AF-P38567-F1-model_v4.pdb
P38570 AF-P38570-F1-model_v4.pdb
P38571 AF-P38571-F1-model_v4.pdb
P38606 AF-P38606-F1-model_v4.pdb
P38646 AF-P38646-F1-model_v4.pdb
P38919 AF-P38919-F1-model_v4.pdb
P38935 AF-P38935-F1-model_v4.pdb
P38936 AF-P38936-F1-model_v4.pdb
P39019 AF-P39019-F1-model_v4.pdb
P39023 AF-P39023-F1-model_v4.pdb
P39059 AF-P39059-F1-model_v4.pdb
P39060 AF-P39060-F1-model_v4.pdb
P39086 AF-P39086-F1-model_v4.pdb
P39210 AF-P39210-F1-model_v4.pdb
P39656 AF-P39656-F1-model_v4.pdb
P39687 AF-P39687-F1-model_v4.pdb
P39748 AF-P39748-F1-model_v4.pdb
P39877 AF-P39877-F1-model_v4.pdb
P39880 AF-P39880-F1-model_v4.pdb
P39900 AF-P39900-F1-model_v4.pdb
P39905 AF-P39905-F1-model_v4.pdb
P40121 AF-P40121-F1-model_v4.pdb
P40123 AF-P40123-F1-model_v4.pdb
P40126 AF-P40126-F1-model_v4.pdb
P40145 AF-P40145-F1-model_v4.pdb
P40189 AF-P40189-F1-model_v4.pdb
P40197 AF-P40197-F1-model_v4.pdb
P40198 AF-P40198-F1-model_v4.pdb
P40199 AF-P40199-F1-model_v4.pdb
P40200 AF-P40200-F1-model_v4.pdb
P40205 AF-P40205-F1-model_v4.pdb
P40222 AF-P40222-F1-model_v4.pdb
P40225 AF-P40225-F1-model_v4.pdb
P40227 AF-P40227-F1-model_v4.pdb
P40238 AF-P40238-F1-model_v4.pdb
P40259 AF-P40259-F1-model_v4.pdb
P40261 AF-P40261-F1-model_v4.pdb
P40305 AF-P40305-F1-model_v4.pdb
P40306 AF-P40306-F1-model_v4.pdb
P40313 AF-P40313-F1-model_v4.pdb
P40337 AF-P40337-F1-model_v4.pdb
P40394 AF-P40394-F1-model_v4.pdb
P40424 AF-P40424-F1-model_v4.pdb
P40425 AF-P40425-F1-model_v4.pdb
P40426 AF-P40426-F1-model_v4.pdb
P40429 AF-P40429-F1-model_v4.pdb
P40616 AF-P40616-F1-model_v4.pdb
P40617 AF-P40617-F1-model_v4.pdb
P40692 AF-P40692-F1-model_v4.pdb
P40763 AF-P40763-F1-model_v4.pdb
P40818 AF-P40818-F1-model_v4.pdb
P40855 AF-P40855-F1-model_v4.pdb
P40879 AF-P40879-F1-model_v4.pdb
P40925 AF-P40925-F1-model_v4.pdb
P40926 AF-P40926-F1-model_v4.pdb
P40933 AF-P40933-F1-model_v4.pdb
P40937 AF-P40937-F1-model_v4.pdb
P40938 AF-P40938-F1-model_v4.pdb
P40939 AF-P40939-F1-model_v4.pdb
P40967 AF-P40967-F1-model_v4.pdb
P41002 AF-P41002-F1-model_v4.pdb
P41091 AF-P41091-F1-model_v4.pdb
P41134 AF-P41134-F1-model_v4.pdb
P41143 AF-P41143-F1-model_v4.pdb
P41145 AF-P41145-F1-model_v4.pdb
P41146 AF-P41146-F1-model_v4.pdb
P41159 AF-P41159-F1-model_v4.pdb
P41161 AF-P41161-F1-model_v4.pdb
P41162 AF-P41162-F1-model_v4.pdb
P41180 AF-P41180-F1-model_v4.pdb
P41181 AF-P41181-F1-model_v4.pdb
P41182 AF-P41182-F1-model_v4.pdb
P41208 AF-P41208-F1-model_v4.pdb
P41212 AF-P41212-F1-model_v4.pdb
P41214 AF-P41214-F1-model_v4.pdb
P41217 AF-P41217-F1-model_v4.pdb
P41218 AF-P41218-F1-model_v4.pdb
P41219 AF-P41219-F1-model_v4.pdb
P41220 AF-P41220-F1-model_v4.pdb
P41221 AF-P41221-F1-model_v4.pdb
P41222 AF-P41222-F1-model_v4.pdb
P41223 AF-P41223-F1-model_v4.pdb
P41225 AF-P41225-F1-model_v4.pdb
P41226 AF-P41226-F1-model_v4.pdb
P41227 AF-P41227-F1-model_v4.pdb
P41229 AF-P41229-F1-model_v4.pdb
P41231 AF-P41231-F1-model_v4.pdb
P41235 AF-P41235-F1-model_v4.pdb
P41236 AF-P41236-F1-model_v4.pdb
P41238 AF-P41238-F1-model_v4.pdb
P41240 AF-P41240-F1-model_v4.pdb
P41247 AF-P41247-F1-model_v4.pdb
P41250 AF-P41250-F1-model_v4.pdb
P41252 AF-P41252-F1-model_v4.pdb
P41271 AF-P41271-F1-model_v4.pdb
P41273 AF-P41273-F1-model_v4.pdb
P41279 AF-P41279-F1-model_v4.pdb
P41439 AF-P41439-F1-model_v4.pdb
P41440 AF-P41440-F1-model_v4.pdb
P41567 AF-P41567-F1-model_v4.pdb
P41586 AF-P41586-F1-model_v4.pdb
P41587 AF-P41587-F1-model_v4.pdb
P41594 AF-P41594-F1-model_v4.pdb
P41595 AF-P41595-F1-model_v4.pdb
P41597 AF-P41597-F1-model_v4.pdb
P41732 AF-P41732-F1-model_v4.pdb
P41743 AF-P41743-F1-model_v4.pdb
P41968 AF-P41968-F1-model_v4.pdb
P41970 AF-P41970-F1-model_v4.pdb
P42025 AF-P42025-F1-model_v4.pdb
P42081 AF-P42081-F1-model_v4.pdb
P42126 AF-P42126-F1-model_v4.pdb
P42127 AF-P42127-F1-model_v4.pdb
P42166 AF-P42166-F1-model_v4.pdb
P42224 AF-P42224-F1-model_v4.pdb
P42226 AF-P42226-F1-model_v4.pdb
P42229 AF-P42229-F1-model_v4.pdb
P42261 AF-P42261-F1-model_v4.pdb
P42262 AF-P42262-F1-model_v4.pdb
P42263 AF-P42263-F1-model_v4.pdb
P42285 AF-P42285-F1-model_v4.pdb
P42330 AF-P42330-F1-model_v4.pdb
P42331 AF-P42331-F1-model_v4.pdb
P42336 AF-P42336-F1-model_v4.pdb
P42338 AF-P42338-F1-model_v4.pdb
P42345 AF-P42345-F1-model_v4.pdb
P42356 AF-P42356-F1-model_v4.pdb
P42357 AF-P42357-F1-model_v4.pdb
P42566 AF-P42566-F1-model_v4.pdb
P42568 AF-P42568-F1-model_v4.pdb
P42574 AF-P42574-F1-model_v4.pdb
P42575 AF-P42575-F1-model_v4.pdb
P42658 AF-P42658-F1-model_v4.pdb
P42677 AF-P42677-F1-model_v4.pdb
P42679 AF-P42679-F1-model_v4.pdb
P42680 AF-P42680-F1-model_v4.pdb
P42681 AF-P42681-F1-model_v4.pdb
P42684 AF-P42684-F1-model_v4.pdb
P42685 AF-P42685-F1-model_v4.pdb
P42694 AF-P42694-F1-model_v4.pdb
P42695 AF-P42695-F1-model_v4.pdb
P42696 AF-P42696-F1-model_v4.pdb
P42701 AF-P42701-F1-model_v4.pdb
P42702 AF-P42702-F1-model_v4.pdb
P42704 AF-P42704-F1-model_v4.pdb
P42765 AF-P42765-F1-model_v4.pdb
P42766 AF-P42766-F1-model_v4.pdb
P42768 AF-P42768-F1-model_v4.pdb
P42771 AF-P42771-F1-model_v4.pdb
P42772 AF-P42772-F1-model_v4.pdb
P42773 AF-P42773-F1-model_v4.pdb
P42785 AF-P42785-F1-model_v4.pdb
P42830 AF-P42830-F1-model_v4.pdb
P42857 AF-P42857-F1-model_v4.pdb
P42858 AF-P42858-F1-model_v4.pdb
P42892 AF-P42892-F1-model_v4.pdb
P42898 AF-P42898-F1-model_v4.pdb
P43003 AF-P43003-F1-model_v4.pdb
P43004 AF-P43004-F1-model_v4.pdb
P43005 AF-P43005-F1-model_v4.pdb
P43007 AF-P43007-F1-model_v4.pdb
P43026 AF-P43026-F1-model_v4.pdb
P43034 AF-P43034-F1-model_v4.pdb
P43080 AF-P43080-F1-model_v4.pdb
P43088 AF-P43088-F1-model_v4.pdb
P43115 AF-P43115-F1-model_v4.pdb
P43116 AF-P43116-F1-model_v4.pdb
P43119 AF-P43119-F1-model_v4.pdb
P43121 AF-P43121-F1-model_v4.pdb
P43146 AF-P43146-F1-model_v4.pdb
P43155 AF-P43155-F1-model_v4.pdb
P43166 AF-P43166-F1-model_v4.pdb
P43220 AF-P43220-F1-model_v4.pdb
P43234 AF-P43234-F1-model_v4.pdb
P43235 AF-P43235-F1-model_v4.pdb
P43243 AF-P43243-F1-model_v4.pdb
P43246 AF-P43246-F1-model_v4.pdb
P43250 AF-P43250-F1-model_v4.pdb
P43251 AF-P43251-F1-model_v4.pdb
P43268 AF-P43268-F1-model_v4.pdb
P43304 AF-P43304-F1-model_v4.pdb
P43307 AF-P43307-F1-model_v4.pdb
P43308 AF-P43308-F1-model_v4.pdb
P43320 AF-P43320-F1-model_v4.pdb
P43351 AF-P43351-F1-model_v4.pdb
P43353 AF-P43353-F1-model_v4.pdb
P43354 AF-P43354-F1-model_v4.pdb
P43355 AF-P43355-F1-model_v4.pdb
P43356 AF-P43356-F1-model_v4.pdb
P43357 AF-P43357-F1-model_v4.pdb
P43358 AF-P43358-F1-model_v4.pdb
P43359 AF-P43359-F1-model_v4.pdb
P43360 AF-P43360-F1-model_v4.pdb
P43361 AF-P43361-F1-model_v4.pdb
P43362 AF-P43362-F1-model_v4.pdb
P43363 AF-P43363-F1-model_v4.pdb
P43364 AF-P43364-F1-model_v4.pdb
P43365 AF-P43365-F1-model_v4.pdb
P43366 AF-P43366-F1-model_v4.pdb
P43378 AF-P43378-F1-model_v4.pdb
P43403 AF-P43403-F1-model_v4.pdb
P43405 AF-P43405-F1-model_v4.pdb
P43487 AF-P43487-F1-model_v4.pdb
P43489 AF-P43489-F1-model_v4.pdb
P43490 AF-P43490-F1-model_v4.pdb
P43626 AF-P43626-F1-model_v4.pdb
P43627 AF-P43627-F1-model_v4.pdb
P43628 AF-P43628-F1-model_v4.pdb
P43629 AF-P43629-F1-model_v4.pdb
P43630 AF-P43630-F1-model_v4.pdb
P43631 AF-P43631-F1-model_v4.pdb
P43632 AF-P43632-F1-model_v4.pdb
P43652 AF-P43652-F1-model_v4.pdb
P43657 AF-P43657-F1-model_v4.pdb
P43681 AF-P43681-F1-model_v4.pdb
P43686 AF-P43686-F1-model_v4.pdb
P43694 AF-P43694-F1-model_v4.pdb
P43699 AF-P43699-F1-model_v4.pdb
P43897 AF-P43897-F1-model_v4.pdb
P45378 AF-P45378-F1-model_v4.pdb
P45379 AF-P45379-F1-model_v4.pdb
P45381 AF-P45381-F1-model_v4.pdb
P45452 AF-P45452-F1-model_v4.pdb
P45844 AF-P45844-F1-model_v4.pdb
P45877 AF-P45877-F1-model_v4.pdb
P45880 AF-P45880-F1-model_v4.pdb
P45954 AF-P45954-F1-model_v4.pdb
P45973 AF-P45973-F1-model_v4.pdb
P45974 AF-P45974-F1-model_v4.pdb
P45983 AF-P45983-F1-model_v4.pdb
P45984 AF-P45984-F1-model_v4.pdb
P45985 AF-P45985-F1-model_v4.pdb
P46013 AF-P46013-F1-model_v4.pdb
P46019 AF-P46019-F1-model_v4.pdb
P46020 AF-P46020-F1-model_v4.pdb
P46059 AF-P46059-F1-model_v4.pdb
P46060 AF-P46060-F1-model_v4.pdb
P46063 AF-P46063-F1-model_v4.pdb
P46087 AF-P46087-F1-model_v4.pdb
P46089 AF-P46089-F1-model_v4.pdb
P46091 AF-P46091-F1-model_v4.pdb
P46092 AF-P46092-F1-model_v4.pdb
P46093 AF-P46093-F1-model_v4.pdb
P46094 AF-P46094-F1-model_v4.pdb
P46095 AF-P46095-F1-model_v4.pdb
P46098 AF-P46098-F1-model_v4.pdb
P46100 AF-P46100-F1-model_v4.pdb
P46108 AF-P46108-F1-model_v4.pdb
P46109 AF-P46109-F1-model_v4.pdb
P46199 AF-P46199-F1-model_v4.pdb
P46379 AF-P46379-F1-model_v4.pdb
P46439 AF-P46439-F1-model_v4.pdb
P46459 AF-P46459-F1-model_v4.pdb
P46527 AF-P46527-F1-model_v4.pdb
P46531 AF-P46531-F1-model_v4.pdb
P46597 AF-P46597-F1-model_v4.pdb
P46663 AF-P46663-F1-model_v4.pdb
P46695 AF-P46695-F1-model_v4.pdb
P46721 AF-P46721-F1-model_v4.pdb
P46734 AF-P46734-F1-model_v4.pdb
P46736 AF-P46736-F1-model_v4.pdb
P46776 AF-P46776-F1-model_v4.pdb
P46777 AF-P46777-F1-model_v4.pdb
P46778 AF-P46778-F1-model_v4.pdb
P46779 AF-P46779-F1-model_v4.pdb
P46781 AF-P46781-F1-model_v4.pdb
P46782 AF-P46782-F1-model_v4.pdb
P46783 AF-P46783-F1-model_v4.pdb
P46821 AF-P46821-F1-model_v4.pdb
P46926 AF-P46926-F1-model_v4.pdb
P46934 AF-P46934-F1-model_v4.pdb
P46937 AF-P46937-F1-model_v4.pdb
P46939 AF-P46939-F1-model_v4.pdb
P46940 AF-P46940-F1-model_v4.pdb
P46952 AF-P46952-F1-model_v4.pdb
P46976 AF-P46976-F1-model_v4.pdb
P46977 AF-P46977-F1-model_v4.pdb
P47211 AF-P47211-F1-model_v4.pdb
P47224 AF-P47224-F1-model_v4.pdb
P47710 AF-P47710-F1-model_v4.pdb
P47712 AF-P47712-F1-model_v4.pdb
P47736 AF-P47736-F1-model_v4.pdb
P47755 AF-P47755-F1-model_v4.pdb
P47756 AF-P47756-F1-model_v4.pdb
P47775 AF-P47775-F1-model_v4.pdb
P47804 AF-P47804-F1-model_v4.pdb
P47813 AF-P47813-F1-model_v4.pdb
P47869 AF-P47869-F1-model_v4.pdb
P47870 AF-P47870-F1-model_v4.pdb
P47871 AF-P47871-F1-model_v4.pdb
P47872 AF-P47872-F1-model_v4.pdb
P47874 AF-P47874-F1-model_v4.pdb
P47881 AF-P47881-F1-model_v4.pdb
P47883 AF-P47883-F1-model_v4.pdb
