O95256 AF-O95256-F1-model_v4.pdb
O95484 AF-O95484-F1-model_v4.pdb
O95486 AF-O95486-F1-model_v4.pdb
O95487 AF-O95487-F1-model_v4.pdb
O95490 AF-O95490-F1-model_v4.pdb
O95497 AF-O95497-F1-model_v4.pdb
O95498 AF-O95498-F1-model_v4.pdb
O95500 AF-O95500-F1-model_v4.pdb
O95502 AF-O95502-F1-model_v4.pdb
O95503 AF-O95503-F1-model_v4.pdb
O95521 AF-O95521-F1-model_v4.pdb
O95522 AF-O95522-F1-model_v4.pdb
O95528 AF-O95528-F1-model_v4.pdb
O95544 AF-O95544-F1-model_v4.pdb
O95551 AF-O95551-F1-model_v4.pdb
O95561 AF-O95561-F1-model_v4.pdb
O95562 AF-O95562-F1-model_v4.pdb
O95563 AF-O95563-F1-model_v4.pdb
O95567 AF-O95567-F1-model_v4.pdb
O95568 AF-O95568-F1-model_v4.pdb
O95571 AF-O95571-F1-model_v4.pdb
O95573 AF-O95573-F1-model_v4.pdb
O95600 AF-O95600-F1-model_v4.pdb
O95602 AF-O95602-F1-model_v4.pdb
O95613 AF-O95613-F1-model_v4.pdb
O95619 AF-O95619-F1-model_v4.pdb
O95620 AF-O95620-F1-model_v4.pdb
O95622 AF-O95622-F1-model_v4.pdb
O95625 AF-O95625-F1-model_v4.pdb
O95626 AF-O95626-F1-model_v4.pdb
O95628 AF-O95628-F1-model_v4.pdb
O95630 AF-O95630-F1-model_v4.pdb
O95631 AF-O95631-F1-model_v4.pdb
O95633 AF-O95633-F1-model_v4.pdb
O95639 AF-O95639-F1-model_v4.pdb
O95361 AF-O95361-F1-model_v4.pdb
O95363 AF-O95363-F1-model_v4.pdb
O95365 AF-O95365-F1-model_v4.pdb
O95371 AF-O95371-F1-model_v4.pdb
O95372 AF-O95372-F1-model_v4.pdb
O95373 AF-O95373-F1-model_v4.pdb
O95376 AF-O95376-F1-model_v4.pdb
O95377 AF-O95377-F1-model_v4.pdb
O95379 AF-O95379-F1-model_v4.pdb
O95382 AF-O95382-F1-model_v4.pdb
O95388 AF-O95388-F1-model_v4.pdb
O95389 AF-O95389-F1-model_v4.pdb
O95390 AF-O95390-F1-model_v4.pdb
O95391 AF-O95391-F1-model_v4.pdb
O95393 AF-O95393-F1-model_v4.pdb
O95394 AF-O95394-F1-model_v4.pdb
O95395 AF-O95395-F1-model_v4.pdb
O95396 AF-O95396-F1-model_v4.pdb
O95397 AF-O95397-F1-model_v4.pdb
O95398 AF-O95398-F1-model_v4.pdb
O95399 AF-O95399-F1-model_v4.pdb
O95400 AF-O95400-F1-model_v4.pdb
O95402 AF-O95402-F1-model_v4.pdb
O95405 AF-O95405-F1-model_v4.pdb
O95406 AF-O95406-F1-model_v4.pdb
O95407 AF-O95407-F1-model_v4.pdb
O95409 AF-O95409-F1-model_v4.pdb
O95411 AF-O95411-F1-model_v4.pdb
O95415 AF-O95415-F1-model_v4.pdb
O95416 AF-O95416-F1-model_v4.pdb
O95424 AF-O95424-F1-model_v4.pdb
O95425 AF-O95425-F1-model_v4.pdb
O95427 AF-O95427-F1-model_v4.pdb
O95428 AF-O95428-F1-model_v4.pdb
O95429 AF-O95429-F1-model_v4.pdb
O95433 AF-O95433-F1-model_v4.pdb
O95436 AF-O95436-F1-model_v4.pdb
O95445 AF-O95445-F1-model_v4.pdb
O95447 AF-O95447-F1-model_v4.pdb
O95450 AF-O95450-F1-model_v4.pdb
O95452 AF-O95452-F1-model_v4.pdb
O95453 AF-O95453-F1-model_v4.pdb
O95455 AF-O95455-F1-model_v4.pdb
O95456 AF-O95456-F1-model_v4.pdb
O95460 AF-O95460-F1-model_v4.pdb
O95461 AF-O95461-F1-model_v4.pdb
O95466 AF-O95466-F1-model_v4.pdb
O95470 AF-O95470-F1-model_v4.pdb
O95471 AF-O95471-F1-model_v4.pdb
O95715 AF-O95715-F1-model_v4.pdb
O95716 AF-O95716-F1-model_v4.pdb
O95718 AF-O95718-F1-model_v4.pdb
O95721 AF-O95721-F1-model_v4.pdb
O95727 AF-O95727-F1-model_v4.pdb
O95741 AF-O95741-F1-model_v4.pdb
O95744 AF-O95744-F1-model_v4.pdb
O95747 AF-O95747-F1-model_v4.pdb
O95749 AF-O95749-F1-model_v4.pdb
O95750 AF-O95750-F1-model_v4.pdb
O95751 AF-O95751-F1-model_v4.pdb
O95754 AF-O95754-F1-model_v4.pdb
O95755 AF-O95755-F1-model_v4.pdb
O95757 AF-O95757-F1-model_v4.pdb
O95758 AF-O95758-F1-model_v4.pdb
O95759 AF-O95759-F1-model_v4.pdb
O95760 AF-O95760-F1-model_v4.pdb
O95772 AF-O95772-F1-model_v4.pdb
O95777 AF-O95777-F1-model_v4.pdb
O95780 AF-O95780-F1-model_v4.pdb
O95782 AF-O95782-F1-model_v4.pdb
O95785 AF-O95785-F1-model_v4.pdb
O95786 AF-O95786-F1-model_v4.pdb
O95789 AF-O95789-F1-model_v4.pdb
O95793 AF-O95793-F1-model_v4.pdb
O95800 AF-O95800-F1-model_v4.pdb
O95801 AF-O95801-F1-model_v4.pdb
O95803 AF-O95803-F1-model_v4.pdb
O95807 AF-O95807-F1-model_v4.pdb
O95810 AF-O95810-F1-model_v4.pdb
O95813 AF-O95813-F1-model_v4.pdb
O95816 AF-O95816-F1-model_v4.pdb
O95817 AF-O95817-F1-model_v4.pdb
O95819 AF-O95819-F1-model_v4.pdb
O95822 AF-O95822-F1-model_v4.pdb
O95825 AF-O95825-F1-model_v4.pdb
O95831 AF-O95831-F1-model_v4.pdb
O95832 AF-O95832-F1-model_v4.pdb
O95833 AF-O95833-F1-model_v4.pdb
O95834 AF-O95834-F1-model_v4.pdb
O95835 AF-O95835-F1-model_v4.pdb
O95837 AF-O95837-F1-model_v4.pdb
O95838 AF-O95838-F1-model_v4.pdb
O95841 AF-O95841-F1-model_v4.pdb
O95843 AF-O95843-F1-model_v4.pdb
O95847 AF-O95847-F1-model_v4.pdb
O95848 AF-O95848-F1-model_v4.pdb
O95857 AF-O95857-F1-model_v4.pdb
O95858 AF-O95858-F1-model_v4.pdb
O95859 AF-O95859-F1-model_v4.pdb
O95861 AF-O95861-F1-model_v4.pdb
O95863 AF-O95863-F1-model_v4.pdb
O95864 AF-O95864-F1-model_v4.pdb
O95865 AF-O95865-F1-model_v4.pdb
O95866 AF-O95866-F1-model_v4.pdb
O95867 AF-O95867-F1-model_v4.pdb
O95868 AF-O95868-F1-model_v4.pdb
O95870 AF-O95870-F1-model_v4.pdb
O95872 AF-O95872-F1-model_v4.pdb
O95873 AF-O95873-F1-model_v4.pdb
O95876 AF-O95876-F1-model_v4.pdb
O95881 AF-O95881-F1-model_v4.pdb
O95886 AF-O95886-F1-model_v4.pdb
O95897 AF-O95897-F1-model_v4.pdb
O95900 AF-O95900-F1-model_v4.pdb
O95905 AF-O95905-F1-model_v4.pdb
O95907 AF-O95907-F1-model_v4.pdb
O95918 AF-O95918-F1-model_v4.pdb
O95922 AF-O95922-F1-model_v4.pdb
O95925 AF-O95925-F1-model_v4.pdb
O95926 AF-O95926-F1-model_v4.pdb
O95931 AF-O95931-F1-model_v4.pdb
O95932 AF-O95932-F1-model_v4.pdb
O95935 AF-O95935-F1-model_v4.pdb
O95936 AF-O95936-F1-model_v4.pdb
O95944 AF-O95944-F1-model_v4.pdb
O95947 AF-O95947-F1-model_v4.pdb
O95948 AF-O95948-F1-model_v4.pdb
O95954 AF-O95954-F1-model_v4.pdb
O95965 AF-O95965-F1-model_v4.pdb
O95967 AF-O95967-F1-model_v4.pdb
O95968 AF-O95968-F1-model_v4.pdb
O95969 AF-O95969-F1-model_v4.pdb
O95970 AF-O95970-F1-model_v4.pdb
O95971 AF-O95971-F1-model_v4.pdb
O95972 AF-O95972-F1-model_v4.pdb
O95976 AF-O95976-F1-model_v4.pdb
O95977 AF-O95977-F1-model_v4.pdb
O95980 AF-O95980-F1-model_v4.pdb
O95983 AF-O95983-F1-model_v4.pdb
O95985 AF-O95985-F1-model_v4.pdb
O95988 AF-O95988-F1-model_v4.pdb
O95989 AF-O95989-F1-model_v4.pdb
O95990 AF-O95990-F1-model_v4.pdb
O95992 AF-O95992-F1-model_v4.pdb
O95994 AF-O95994-F1-model_v4.pdb
O95995 AF-O95995-F1-model_v4.pdb
O95996 AF-O95996-F1-model_v4.pdb
O95997 AF-O95997-F1-model_v4.pdb
O95998 AF-O95998-F1-model_v4.pdb
O95999 AF-O95999-F1-model_v4.pdb
O96000 AF-O96000-F1-model_v4.pdb
O96001 AF-O96001-F1-model_v4.pdb
O96002 AF-O96002-F1-model_v4.pdb
O96004 AF-O96004-F1-model_v4.pdb
O96005 AF-O96005-F1-model_v4.pdb
O96006 AF-O96006-F1-model_v4.pdb
O96007 AF-O96007-F1-model_v4.pdb
O96008 AF-O96008-F1-model_v4.pdb
O96009 AF-O96009-F1-model_v4.pdb
O96011 AF-O96011-F1-model_v4.pdb
O96013 AF-O96013-F1-model_v4.pdb
O96014 AF-O96014-F1-model_v4.pdb
O96015 AF-O96015-F1-model_v4.pdb
O96017 AF-O96017-F1-model_v4.pdb
O96018 AF-O96018-F1-model_v4.pdb
O96019 AF-O96019-F1-model_v4.pdb
O96020 AF-O96020-F1-model_v4.pdb
O96024 AF-O96024-F1-model_v4.pdb
O96028 AF-O96028-F1-model_v4.pdb
O97980 AF-O97980-F1-model_v4.pdb
P00156 AF-P00156-F1-model_v4.pdb
P00167 AF-P00167-F1-model_v4.pdb
P00325 AF-P00325-F1-model_v4.pdb
P00326 AF-P00326-F1-model_v4.pdb
P00338 AF-P00338-F1-model_v4.pdb
P00352 AF-P00352-F1-model_v4.pdb
P00367 AF-P00367-F1-model_v4.pdb
P00374 AF-P00374-F1-model_v4.pdb
P00387 AF-P00387-F1-model_v4.pdb
P00390 AF-P00390-F1-model_v4.pdb
P00395 AF-P00395-F1-model_v4.pdb
P00403 AF-P00403-F1-model_v4.pdb
P00414 AF-P00414-F1-model_v4.pdb
P00439 AF-P00439-F1-model_v4.pdb
P00441 AF-P00441-F1-model_v4.pdb
P00450 AF-P00450-F1-model_v4.pdb
P00451 AF-P00451-F1-model_v4.pdb
P00480 AF-P00480-F1-model_v4.pdb
P00488 AF-P00488-F1-model_v4.pdb
P00491 AF-P00491-F1-model_v4.pdb
P00492 AF-P00492-F1-model_v4.pdb
P00505 AF-P00505-F1-model_v4.pdb
P00519 AF-P00519-F1-model_v4.pdb
P00533 AF-P00533-F1-model_v4.pdb
P00540 AF-P00540-F1-model_v4.pdb
P00558 AF-P00558-F1-model_v4.pdb
P00568 AF-P00568-F1-model_v4.pdb
P00709 AF-P00709-F1-model_v4.pdb
P00734 AF-P00734-F1-model_v4.pdb
P00736 AF-P00736-F1-model_v4.pdb
P00738 AF-P00738-F1-model_v4.pdb
P00739 AF-P00739-F1-model_v4.pdb
P00740 AF-P00740-F1-model_v4.pdb
P00742 AF-P00742-F1-model_v4.pdb
P00746 AF-P00746-F1-model_v4.pdb
P00747 AF-P00747-F1-model_v4.pdb
P00748 AF-P00748-F1-model_v4.pdb
P00749 AF-P00749-F1-model_v4.pdb
P00750 AF-P00750-F1-model_v4.pdb
P00751 AF-P00751-F1-model_v4.pdb
P00797 AF-P00797-F1-model_v4.pdb
P00813 AF-P00813-F1-model_v4.pdb
P00846 AF-P00846-F1-model_v4.pdb
P00915 AF-P00915-F1-model_v4.pdb
P00918 AF-P00918-F1-model_v4.pdb
P00966 AF-P00966-F1-model_v4.pdb
P00973 AF-P00973-F1-model_v4.pdb
P00995 AF-P00995-F1-model_v4.pdb
P01008 AF-P01008-F1-model_v4.pdb
P01009 AF-P01009-F1-model_v4.pdb
P01011 AF-P01011-F1-model_v4.pdb
P01019 AF-P01019-F1-model_v4.pdb
P01023 AF-P01023-F1-model_v4.pdb
P01024 AF-P01024-F1-model_v4.pdb
P01031 AF-P01031-F1-model_v4.pdb
P01033 AF-P01033-F1-model_v4.pdb
P01034 AF-P01034-F1-model_v4.pdb
P01036 AF-P01036-F1-model_v4.pdb
P01037 AF-P01037-F1-model_v4.pdb
P01040 AF-P01040-F1-model_v4.pdb
P01042 AF-P01042-F1-model_v4.pdb
P01100 AF-P01100-F1-model_v4.pdb
P01106 AF-P01106-F1-model_v4.pdb
P01111 AF-P01111-F1-model_v4.pdb
P01112 AF-P01112-F1-model_v4.pdb
P01116 AF-P01116-F1-model_v4.pdb
P01127 AF-P01127-F1-model_v4.pdb
P01130 AF-P01130-F1-model_v4.pdb
P01133 AF-P01133-F1-model_v4.pdb
P01135 AF-P01135-F1-model_v4.pdb
P01137 AF-P01137-F1-model_v4.pdb
P01138 AF-P01138-F1-model_v4.pdb
P01148 AF-P01148-F1-model_v4.pdb
P01160 AF-P01160-F1-model_v4.pdb
P01178 AF-P01178-F1-model_v4.pdb
P01185 AF-P01185-F1-model_v4.pdb
P01189 AF-P01189-F1-model_v4.pdb
P01210 AF-P01210-F1-model_v4.pdb
P01213 AF-P01213-F1-model_v4.pdb
P01215 AF-P01215-F1-model_v4.pdb
P01222 AF-P01222-F1-model_v4.pdb
P01225 AF-P01225-F1-model_v4.pdb
P01229 AF-P01229-F1-model_v4.pdb
P01236 AF-P01236-F1-model_v4.pdb
P01241 AF-P01241-F1-model_v4.pdb
P01242 AF-P01242-F1-model_v4.pdb
P01258 AF-P01258-F1-model_v4.pdb
P01266 AF-P01266-F1-model_v4.pdb
P01270 AF-P01270-F1-model_v4.pdb
P01275 AF-P01275-F1-model_v4.pdb
P01282 AF-P01282-F1-model_v4.pdb
P01286 AF-P01286-F1-model_v4.pdb
P01298 AF-P01298-F1-model_v4.pdb
P01303 AF-P01303-F1-model_v4.pdb
P01308 AF-P01308-F1-model_v4.pdb
P01344 AF-P01344-F1-model_v4.pdb
P01350 AF-P01350-F1-model_v4.pdb
P01374 AF-P01374-F1-model_v4.pdb
P01375 AF-P01375-F1-model_v4.pdb
P01562 AF-P01562-F1-model_v4.pdb
P01563 AF-P01563-F1-model_v4.pdb
P01566 AF-P01566-F1-model_v4.pdb
P01567 AF-P01567-F1-model_v4.pdb
P01568 AF-P01568-F1-model_v4.pdb
P01569 AF-P01569-F1-model_v4.pdb
P01570 AF-P01570-F1-model_v4.pdb
P01571 AF-P01571-F1-model_v4.pdb
P01574 AF-P01574-F1-model_v4.pdb
P01579 AF-P01579-F1-model_v4.pdb
P01583 AF-P01583-F1-model_v4.pdb
P01584 AF-P01584-F1-model_v4.pdb
P01588 AF-P01588-F1-model_v4.pdb
P01589 AF-P01589-F1-model_v4.pdb
P01591 AF-P01591-F1-model_v4.pdb
P01593 AF-P01593-F1-model_v4.pdb
P01594 AF-P01594-F1-model_v4.pdb
P01597 AF-P01597-F1-model_v4.pdb
P01599 AF-P01599-F1-model_v4.pdb
P01601 AF-P01601-F1-model_v4.pdb
P01602 AF-P01602-F1-model_v4.pdb
P01611 AF-P01611-F1-model_v4.pdb
P01614 AF-P01614-F1-model_v4.pdb
P01615 AF-P01615-F1-model_v4.pdb
P01619 AF-P01619-F1-model_v4.pdb
P01624 AF-P01624-F1-model_v4.pdb
P01699 AF-P01699-F1-model_v4.pdb
P01700 AF-P01700-F1-model_v4.pdb
P01701 AF-P01701-F1-model_v4.pdb
P01703 AF-P01703-F1-model_v4.pdb
P01704 AF-P01704-F1-model_v4.pdb
P01705 AF-P01705-F1-model_v4.pdb
P01706 AF-P01706-F1-model_v4.pdb
P01709 AF-P01709-F1-model_v4.pdb
P01714 AF-P01714-F1-model_v4.pdb
P01715 AF-P01715-F1-model_v4.pdb
P01717 AF-P01717-F1-model_v4.pdb
P01718 AF-P01718-F1-model_v4.pdb
P01721 AF-P01721-F1-model_v4.pdb
P01730 AF-P01730-F1-model_v4.pdb
P01732 AF-P01732-F1-model_v4.pdb
P01733 AF-P01733-F1-model_v4.pdb
P01737 AF-P01737-F1-model_v4.pdb
P01742 AF-P01742-F1-model_v4.pdb
P01743 AF-P01743-F1-model_v4.pdb
P01762 AF-P01762-F1-model_v4.pdb
P01763 AF-P01763-F1-model_v4.pdb
P01764 AF-P01764-F1-model_v4.pdb
P01766 AF-P01766-F1-model_v4.pdb
P01767 AF-P01767-F1-model_v4.pdb
P01768 AF-P01768-F1-model_v4.pdb
P01772 AF-P01772-F1-model_v4.pdb
P01780 AF-P01780-F1-model_v4.pdb
P01782 AF-P01782-F1-model_v4.pdb
P01814 AF-P01814-F1-model_v4.pdb
P01817 AF-P01817-F1-model_v4.pdb
P01824 AF-P01824-F1-model_v4.pdb
P01825 AF-P01825-F1-model_v4.pdb
P01833 AF-P01833-F1-model_v4.pdb
P01834 AF-P01834-F1-model_v4.pdb
P01848 AF-P01848-F1-model_v4.pdb
P01850 AF-P01850-F1-model_v4.pdb
P01854 AF-P01854-F1-model_v4.pdb
P01857 AF-P01857-F1-model_v4.pdb
P01859 AF-P01859-F1-model_v4.pdb
P01860 AF-P01860-F1-model_v4.pdb
P01861 AF-P01861-F1-model_v4.pdb
P01871 AF-P01871-F1-model_v4.pdb
P01876 AF-P01876-F1-model_v4.pdb
P01877 AF-P01877-F1-model_v4.pdb
P01880 AF-P01880-F1-model_v4.pdb
P01889 AF-P01889-F1-model_v4.pdb
P01893 AF-P01893-F1-model_v4.pdb
P01903 AF-P01903-F1-model_v4.pdb
P01906 AF-P01906-F1-model_v4.pdb
P01909 AF-P01909-F1-model_v4.pdb
P01911 AF-P01911-F1-model_v4.pdb
P01920 AF-P01920-F1-model_v4.pdb
P02008 AF-P02008-F1-model_v4.pdb
P02042 AF-P02042-F1-model_v4.pdb
P02100 AF-P02100-F1-model_v4.pdb
P02144 AF-P02144-F1-model_v4.pdb
P02452 AF-P02452-F1-model_v4.pdb
P02458 AF-P02458-F1-model_v4.pdb
P02461 AF-P02461-F1-model_v4.pdb
P02462 AF-P02462-F1-model_v4.pdb
P02489 AF-P02489-F1-model_v4.pdb
P02511 AF-P02511-F1-model_v4.pdb
P02533 AF-P02533-F1-model_v4.pdb
P02538 AF-P02538-F1-model_v4.pdb
P02545 AF-P02545-F1-model_v4.pdb
P02549 AF-P02549-F1-model_v4.pdb
P02585 AF-P02585-F1-model_v4.pdb
P02647 AF-P02647-F1-model_v4.pdb
P02649 AF-P02649-F1-model_v4.pdb
P02652 AF-P02652-F1-model_v4.pdb
P02654 AF-P02654-F1-model_v4.pdb
P02655 AF-P02655-F1-model_v4.pdb
P02656 AF-P02656-F1-model_v4.pdb
P02671 AF-P02671-F1-model_v4.pdb
P02675 AF-P02675-F1-model_v4.pdb
P02679 AF-P02679-F1-model_v4.pdb
P02686 AF-P02686-F1-model_v4.pdb
P02689 AF-P02689-F1-model_v4.pdb
P02708 AF-P02708-F1-model_v4.pdb
P02724 AF-P02724-F1-model_v4.pdb
P02730 AF-P02730-F1-model_v4.pdb
P02741 AF-P02741-F1-model_v4.pdb
P02743 AF-P02743-F1-model_v4.pdb
P02745 AF-P02745-F1-model_v4.pdb
P02746 AF-P02746-F1-model_v4.pdb
P02747 AF-P02747-F1-model_v4.pdb
P02748 AF-P02748-F1-model_v4.pdb
P02749 AF-P02749-F1-model_v4.pdb
P02750 AF-P02750-F1-model_v4.pdb
P02751 AF-P02751-F1-model_v4.pdb
P02753 AF-P02753-F1-model_v4.pdb
P02760 AF-P02760-F1-model_v4.pdb
P02763 AF-P02763-F1-model_v4.pdb
P02765 AF-P02765-F1-model_v4.pdb
P02766 AF-P02766-F1-model_v4.pdb
P02768 AF-P02768-F1-model_v4.pdb
P02771 AF-P02771-F1-model_v4.pdb
P02774 AF-P02774-F1-model_v4.pdb
P02775 AF-P02775-F1-model_v4.pdb
P02776 AF-P02776-F1-model_v4.pdb
P02778 AF-P02778-F1-model_v4.pdb
P02786 AF-P02786-F1-model_v4.pdb
P02787 AF-P02787-F1-model_v4.pdb
P02788 AF-P02788-F1-model_v4.pdb
P02790 AF-P02790-F1-model_v4.pdb
P02792 AF-P02792-F1-model_v4.pdb
P02794 AF-P02794-F1-model_v4.pdb
P02795 AF-P02795-F1-model_v4.pdb
P02808 AF-P02808-F1-model_v4.pdb
P02810 AF-P02810-F1-model_v4.pdb
P02812 AF-P02812-F1-model_v4.pdb
P02814 AF-P02814-F1-model_v4.pdb
P02818 AF-P02818-F1-model_v4.pdb
P03372 AF-P03372-F1-model_v4.pdb
P03886 AF-P03886-F1-model_v4.pdb
P03891 AF-P03891-F1-model_v4.pdb
P03897 AF-P03897-F1-model_v4.pdb
P03901 AF-P03901-F1-model_v4.pdb
P03905 AF-P03905-F1-model_v4.pdb
P03915 AF-P03915-F1-model_v4.pdb
P03923 AF-P03923-F1-model_v4.pdb
P03928 AF-P03928-F1-model_v4.pdb
