O75113 AF-O75113-F1-model_v4.pdb
O75325 AF-O75325-F1-model_v4.pdb
O75326 AF-O75326-F1-model_v4.pdb
O75330 AF-O75330-F1-model_v4.pdb
O75333 AF-O75333-F1-model_v4.pdb
O75334 AF-O75334-F1-model_v4.pdb
O75335 AF-O75335-F1-model_v4.pdb
O75339 AF-O75339-F1-model_v4.pdb
O75340 AF-O75340-F1-model_v4.pdb
O75342 AF-O75342-F1-model_v4.pdb
O75343 AF-O75343-F1-model_v4.pdb
O75344 AF-O75344-F1-model_v4.pdb
O75346 AF-O75346-F1-model_v4.pdb
O75347 AF-O75347-F1-model_v4.pdb
O75348 AF-O75348-F1-model_v4.pdb
O75351 AF-O75351-F1-model_v4.pdb
O75352 AF-O75352-F1-model_v4.pdb
O75354 AF-O75354-F1-model_v4.pdb
O75355 AF-O75355-F1-model_v4.pdb
O75356 AF-O75356-F1-model_v4.pdb
O75360 AF-O75360-F1-model_v4.pdb
O75362 AF-O75362-F1-model_v4.pdb
O75363 AF-O75363-F1-model_v4.pdb
O75364 AF-O75364-F1-model_v4.pdb
O75365 AF-O75365-F1-model_v4.pdb
O75366 AF-O75366-F1-model_v4.pdb
O75367 AF-O75367-F1-model_v4.pdb
O75368 AF-O75368-F1-model_v4.pdb
O75369 AF-O75369-F1-model_v4.pdb
O75373 AF-O75373-F1-model_v4.pdb
O75376 AF-O75376-F1-model_v4.pdb
O75379 AF-O75379-F1-model_v4.pdb
O75380 AF-O75380-F1-model_v4.pdb
O75381 AF-O75381-F1-model_v4.pdb
O75382 AF-O75382-F1-model_v4.pdb
O75385 AF-O75385-F1-model_v4.pdb
O75386 AF-O75386-F1-model_v4.pdb
O75387 AF-O75387-F1-model_v4.pdb
O75388 AF-O75388-F1-model_v4.pdb
O75390 AF-O75390-F1-model_v4.pdb
O75391 AF-O75391-F1-model_v4.pdb
O75394 AF-O75394-F1-model_v4.pdb
O75396 AF-O75396-F1-model_v4.pdb
O75398 AF-O75398-F1-model_v4.pdb
O75400 AF-O75400-F1-model_v4.pdb
O75409 AF-O75409-F1-model_v4.pdb
O75410 AF-O75410-F1-model_v4.pdb
O75414 AF-O75414-F1-model_v4.pdb
O75417 AF-O75417-F1-model_v4.pdb
O75419 AF-O75419-F1-model_v4.pdb
O75420 AF-O75420-F1-model_v4.pdb
O75425 AF-O75425-F1-model_v4.pdb
O75426 AF-O75426-F1-model_v4.pdb
O75427 AF-O75427-F1-model_v4.pdb
O75431 AF-O75431-F1-model_v4.pdb
O75436 AF-O75436-F1-model_v4.pdb
O75437 AF-O75437-F1-model_v4.pdb
O75438 AF-O75438-F1-model_v4.pdb
O75439 AF-O75439-F1-model_v4.pdb
O75443 AF-O75443-F1-model_v4.pdb
O75444 AF-O75444-F1-model_v4.pdb
O75445 AF-O75445-F1-model_v4.pdb
O75446 AF-O75446-F1-model_v4.pdb
O75448 AF-O75448-F1-model_v4.pdb
O75449 AF-O75449-F1-model_v4.pdb
O75452 AF-O75452-F1-model_v4.pdb
O75459 AF-O75459-F1-model_v4.pdb
O75460 AF-O75460-F1-model_v4.pdb
O75461 AF-O75461-F1-model_v4.pdb
O75462 AF-O75462-F1-model_v4.pdb
O75467 AF-O75467-F1-model_v4.pdb
O75469 AF-O75469-F1-model_v4.pdb
O75473 AF-O75473-F1-model_v4.pdb
O75474 AF-O75474-F1-model_v4.pdb
O75475 AF-O75475-F1-model_v4.pdb
O75477 AF-O75477-F1-model_v4.pdb
O75478 AF-O75478-F1-model_v4.pdb
O75486 AF-O75486-F1-model_v4.pdb
O75487 AF-O75487-F1-model_v4.pdb
O75489 AF-O75489-F1-model_v4.pdb
O75493 AF-O75493-F1-model_v4.pdb
O75494 AF-O75494-F1-model_v4.pdb
O75496 AF-O75496-F1-model_v4.pdb
O75503 AF-O75503-F1-model_v4.pdb
O75506 AF-O75506-F1-model_v4.pdb
O75508 AF-O75508-F1-model_v4.pdb
O75509 AF-O75509-F1-model_v4.pdb
O75521 AF-O75521-F1-model_v4.pdb
O75525 AF-O75525-F1-model_v4.pdb
O75526 AF-O75526-F1-model_v4.pdb
O75528 AF-O75528-F1-model_v4.pdb
O75529 AF-O75529-F1-model_v4.pdb
O75530 AF-O75530-F1-model_v4.pdb
O75531 AF-O75531-F1-model_v4.pdb
O75533 AF-O75533-F1-model_v4.pdb
O75534 AF-O75534-F1-model_v4.pdb
O75541 AF-O75541-F1-model_v4.pdb
O75553 AF-O75553-F1-model_v4.pdb
O75554 AF-O75554-F1-model_v4.pdb
O75556 AF-O75556-F1-model_v4.pdb
O75558 AF-O75558-F1-model_v4.pdb
O75563 AF-O75563-F1-model_v4.pdb
O75564 AF-O75564-F1-model_v4.pdb
O75569 AF-O75569-F1-model_v4.pdb
O75570 AF-O75570-F1-model_v4.pdb
O75575 AF-O75575-F1-model_v4.pdb
O75578 AF-O75578-F1-model_v4.pdb
O75581 AF-O75581-F1-model_v4.pdb
O75582 AF-O75582-F1-model_v4.pdb
O75586 AF-O75586-F1-model_v4.pdb
O75592 AF-O75592-F1-model_v4.pdb
O75593 AF-O75593-F1-model_v4.pdb
O75594 AF-O75594-F1-model_v4.pdb
O75596 AF-O75596-F1-model_v4.pdb
O75600 AF-O75600-F1-model_v4.pdb
O75602 AF-O75602-F1-model_v4.pdb
O75603 AF-O75603-F1-model_v4.pdb
O75604 AF-O75604-F1-model_v4.pdb
O75607 AF-O75607-F1-model_v4.pdb
O75608 AF-O75608-F1-model_v4.pdb
O75610 AF-O75610-F1-model_v4.pdb
O75616 AF-O75616-F1-model_v4.pdb
O75618 AF-O75618-F1-model_v4.pdb
O75626 AF-O75626-F1-model_v4.pdb
O75628 AF-O75628-F1-model_v4.pdb
O75629 AF-O75629-F1-model_v4.pdb
O75631 AF-O75631-F1-model_v4.pdb
O75635 AF-O75635-F1-model_v4.pdb
O75636 AF-O75636-F1-model_v4.pdb
O75638 AF-O75638-F1-model_v4.pdb
O75643 AF-O75643-F1-model_v4.pdb
O75648 AF-O75648-F1-model_v4.pdb
O75663 AF-O75663-F1-model_v4.pdb
O75665 AF-O75665-F1-model_v4.pdb
O75674 AF-O75674-F1-model_v4.pdb
O75676 AF-O75676-F1-model_v4.pdb
O75677 AF-O75677-F1-model_v4.pdb
O75678 AF-O75678-F1-model_v4.pdb
O75679 AF-O75679-F1-model_v4.pdb
O75683 AF-O75683-F1-model_v4.pdb
O75688 AF-O75688-F1-model_v4.pdb
O75689 AF-O75689-F1-model_v4.pdb
O75690 AF-O75690-F1-model_v4.pdb
O75691 AF-O75691-F1-model_v4.pdb
O75694 AF-O75694-F1-model_v4.pdb
O75695 AF-O75695-F1-model_v4.pdb
O75711 AF-O75711-F1-model_v4.pdb
O75712 AF-O75712-F1-model_v4.pdb
O75715 AF-O75715-F1-model_v4.pdb
O75716 AF-O75716-F1-model_v4.pdb
O75717 AF-O75717-F1-model_v4.pdb
O75718 AF-O75718-F1-model_v4.pdb
O75746 AF-O75746-F1-model_v4.pdb
O75747 AF-O75747-F1-model_v4.pdb
O75751 AF-O75751-F1-model_v4.pdb
O75752 AF-O75752-F1-model_v4.pdb
O75762 AF-O75762-F1-model_v4.pdb
O75764 AF-O75764-F1-model_v4.pdb
O75771 AF-O75771-F1-model_v4.pdb
O75781 AF-O75781-F1-model_v4.pdb
O75783 AF-O75783-F1-model_v4.pdb
O75787 AF-O75787-F1-model_v4.pdb
O75791 AF-O75791-F1-model_v4.pdb
O75792 AF-O75792-F1-model_v4.pdb
O75794 AF-O75794-F1-model_v4.pdb
O75795 AF-O75795-F1-model_v4.pdb
O75800 AF-O75800-F1-model_v4.pdb
O75807 AF-O75807-F1-model_v4.pdb
O75808 AF-O75808-F1-model_v4.pdb
O75815 AF-O75815-F1-model_v4.pdb
O75817 AF-O75817-F1-model_v4.pdb
O75818 AF-O75818-F1-model_v4.pdb
O75820 AF-O75820-F1-model_v4.pdb
O75821 AF-O75821-F1-model_v4.pdb
O75822 AF-O75822-F1-model_v4.pdb
O75828 AF-O75828-F1-model_v4.pdb
O75829 AF-O75829-F1-model_v4.pdb
O75830 AF-O75830-F1-model_v4.pdb
O75832 AF-O75832-F1-model_v4.pdb
O75838 AF-O75838-F1-model_v4.pdb
O75840 AF-O75840-F1-model_v4.pdb
O75841 AF-O75841-F1-model_v4.pdb
O75843 AF-O75843-F1-model_v4.pdb
O75844 AF-O75844-F1-model_v4.pdb
O75845 AF-O75845-F1-model_v4.pdb
O75864 AF-O75864-F1-model_v4.pdb
O75865 AF-O75865-F1-model_v4.pdb
O75871 AF-O75871-F1-model_v4.pdb
O75874 AF-O75874-F1-model_v4.pdb
O75879 AF-O75879-F1-model_v4.pdb
O75880 AF-O75880-F1-model_v4.pdb
O75881 AF-O75881-F1-model_v4.pdb
O75882 AF-O75882-F1-model_v4.pdb
O75884 AF-O75884-F1-model_v4.pdb
O75886 AF-O75886-F1-model_v4.pdb
O75888 AF-O75888-F1-model_v4.pdb
O75891 AF-O75891-F1-model_v4.pdb
O75896 AF-O75896-F1-model_v4.pdb
O75897 AF-O75897-F1-model_v4.pdb
O75899 AF-O75899-F1-model_v4.pdb
O75900 AF-O75900-F1-model_v4.pdb
O75901 AF-O75901-F1-model_v4.pdb
O75907 AF-O75907-F1-model_v4.pdb
O75908 AF-O75908-F1-model_v4.pdb
O75909 AF-O75909-F1-model_v4.pdb
O75911 AF-O75911-F1-model_v4.pdb
O75912 AF-O75912-F1-model_v4.pdb
O75914 AF-O75914-F1-model_v4.pdb
O75915 AF-O75915-F1-model_v4.pdb
O75916 AF-O75916-F1-model_v4.pdb
O75920 AF-O75920-F1-model_v4.pdb
O75923 AF-O75923-F1-model_v4.pdb
O75925 AF-O75925-F1-model_v4.pdb
O75928 AF-O75928-F1-model_v4.pdb
O75934 AF-O75934-F1-model_v4.pdb
O75935 AF-O75935-F1-model_v4.pdb
O75936 AF-O75936-F1-model_v4.pdb
O75937 AF-O75937-F1-model_v4.pdb
O75940 AF-O75940-F1-model_v4.pdb
O75943 AF-O75943-F1-model_v4.pdb
O75947 AF-O75947-F1-model_v4.pdb
O75949 AF-O75949-F1-model_v4.pdb
O75951 AF-O75951-F1-model_v4.pdb
O75952 AF-O75952-F1-model_v4.pdb
O75953 AF-O75953-F1-model_v4.pdb
O75954 AF-O75954-F1-model_v4.pdb
O75955 AF-O75955-F1-model_v4.pdb
O75956 AF-O75956-F1-model_v4.pdb
O75962 AF-O75962-F1-model_v4.pdb
O75964 AF-O75964-F1-model_v4.pdb
O75969 AF-O75969-F1-model_v4.pdb
O75970 AF-O75970-F1-model_v4.pdb
O75971 AF-O75971-F1-model_v4.pdb
O75973 AF-O75973-F1-model_v4.pdb
O75976 AF-O75976-F1-model_v4.pdb
O75995 AF-O75995-F1-model_v4.pdb
O76000 AF-O76000-F1-model_v4.pdb
O76001 AF-O76001-F1-model_v4.pdb
O76002 AF-O76002-F1-model_v4.pdb
O76003 AF-O76003-F1-model_v4.pdb
O76009 AF-O76009-F1-model_v4.pdb
O76011 AF-O76011-F1-model_v4.pdb
O76013 AF-O76013-F1-model_v4.pdb
O76014 AF-O76014-F1-model_v4.pdb
O76015 AF-O76015-F1-model_v4.pdb
O76021 AF-O76021-F1-model_v4.pdb
O76024 AF-O76024-F1-model_v4.pdb
O76027 AF-O76027-F1-model_v4.pdb
O76031 AF-O76031-F1-model_v4.pdb
O76036 AF-O76036-F1-model_v4.pdb
O76038 AF-O76038-F1-model_v4.pdb
O76039 AF-O76039-F1-model_v4.pdb
O76041 AF-O76041-F1-model_v4.pdb
O76042 AF-O76042-F1-model_v4.pdb
O76050 AF-O76050-F1-model_v4.pdb
O76054 AF-O76054-F1-model_v4.pdb
O76061 AF-O76061-F1-model_v4.pdb
O76062 AF-O76062-F1-model_v4.pdb
O76064 AF-O76064-F1-model_v4.pdb
O76070 AF-O76070-F1-model_v4.pdb
O76071 AF-O76071-F1-model_v4.pdb
O76074 AF-O76074-F1-model_v4.pdb
O76075 AF-O76075-F1-model_v4.pdb
O76076 AF-O76076-F1-model_v4.pdb
O76080 AF-O76080-F1-model_v4.pdb
O76081 AF-O76081-F1-model_v4.pdb
O76082 AF-O76082-F1-model_v4.pdb
O76083 AF-O76083-F1-model_v4.pdb
O76087 AF-O76087-F1-model_v4.pdb
O76090 AF-O76090-F1-model_v4.pdb
O76093 AF-O76093-F1-model_v4.pdb
O76094 AF-O76094-F1-model_v4.pdb
O76095 AF-O76095-F1-model_v4.pdb
O76096 AF-O76096-F1-model_v4.pdb
O76099 AF-O76099-F1-model_v4.pdb
O76100 AF-O76100-F1-model_v4.pdb
O77932 AF-O77932-F1-model_v4.pdb
O94759 AF-O94759-F1-model_v4.pdb
O94760 AF-O94760-F1-model_v4.pdb
O94761 AF-O94761-F1-model_v4.pdb
O94762 AF-O94762-F1-model_v4.pdb
O94763 AF-O94763-F1-model_v4.pdb
O94766 AF-O94766-F1-model_v4.pdb
O94768 AF-O94768-F1-model_v4.pdb
O94769 AF-O94769-F1-model_v4.pdb
O94772 AF-O94772-F1-model_v4.pdb
O94776 AF-O94776-F1-model_v4.pdb
O94777 AF-O94777-F1-model_v4.pdb
O94778 AF-O94778-F1-model_v4.pdb
O94779 AF-O94779-F1-model_v4.pdb
O94782 AF-O94782-F1-model_v4.pdb
O94788 AF-O94788-F1-model_v4.pdb
O94804 AF-O94804-F1-model_v4.pdb
O94805 AF-O94805-F1-model_v4.pdb
O94806 AF-O94806-F1-model_v4.pdb
O94808 AF-O94808-F1-model_v4.pdb
O94810 AF-O94810-F1-model_v4.pdb
O94811 AF-O94811-F1-model_v4.pdb
O94812 AF-O94812-F1-model_v4.pdb
O94813 AF-O94813-F1-model_v4.pdb
O94817 AF-O94817-F1-model_v4.pdb
O94818 AF-O94818-F1-model_v4.pdb
O94819 AF-O94819-F1-model_v4.pdb
O94822 AF-O94822-F1-model_v4.pdb
O94823 AF-O94823-F1-model_v4.pdb
O94826 AF-O94826-F1-model_v4.pdb
O94827 AF-O94827-F1-model_v4.pdb
O94829 AF-O94829-F1-model_v4.pdb
O94830 AF-O94830-F1-model_v4.pdb
O94832 AF-O94832-F1-model_v4.pdb
O94842 AF-O94842-F1-model_v4.pdb
O94844 AF-O94844-F1-model_v4.pdb
O94850 AF-O94850-F1-model_v4.pdb
O94851 AF-O94851-F1-model_v4.pdb
O94854 AF-O94854-F1-model_v4.pdb
O94855 AF-O94855-F1-model_v4.pdb
O94856 AF-O94856-F1-model_v4.pdb
O94864 AF-O94864-F1-model_v4.pdb
O94868 AF-O94868-F1-model_v4.pdb
O94874 AF-O94874-F1-model_v4.pdb
O94875 AF-O94875-F1-model_v4.pdb
O94876 AF-O94876-F1-model_v4.pdb
O94880 AF-O94880-F1-model_v4.pdb
O94885 AF-O94885-F1-model_v4.pdb
O94886 AF-O94886-F1-model_v4.pdb
O94887 AF-O94887-F1-model_v4.pdb
O94888 AF-O94888-F1-model_v4.pdb
O94889 AF-O94889-F1-model_v4.pdb
O94892 AF-O94892-F1-model_v4.pdb
O94898 AF-O94898-F1-model_v4.pdb
O94900 AF-O94900-F1-model_v4.pdb
O94901 AF-O94901-F1-model_v4.pdb
O94903 AF-O94903-F1-model_v4.pdb
O94905 AF-O94905-F1-model_v4.pdb
O94906 AF-O94906-F1-model_v4.pdb
O94907 AF-O94907-F1-model_v4.pdb
O94910 AF-O94910-F1-model_v4.pdb
O94911 AF-O94911-F1-model_v4.pdb
O94913 AF-O94913-F1-model_v4.pdb
O94915 AF-O94915-F1-model_v4.pdb
O94916 AF-O94916-F1-model_v4.pdb
O94919 AF-O94919-F1-model_v4.pdb
O94921 AF-O94921-F1-model_v4.pdb
O94923 AF-O94923-F1-model_v4.pdb
O94925 AF-O94925-F1-model_v4.pdb
O94927 AF-O94927-F1-model_v4.pdb
O94929 AF-O94929-F1-model_v4.pdb
O94933 AF-O94933-F1-model_v4.pdb
O94941 AF-O94941-F1-model_v4.pdb
O94952 AF-O94952-F1-model_v4.pdb
O94953 AF-O94953-F1-model_v4.pdb
O94955 AF-O94955-F1-model_v4.pdb
O94956 AF-O94956-F1-model_v4.pdb
O94964 AF-O94964-F1-model_v4.pdb
O94966 AF-O94966-F1-model_v4.pdb
O94967 AF-O94967-F1-model_v4.pdb
O94972 AF-O94972-F1-model_v4.pdb
O94973 AF-O94973-F1-model_v4.pdb
O94979 AF-O94979-F1-model_v4.pdb
O94983 AF-O94983-F1-model_v4.pdb
O94985 AF-O94985-F1-model_v4.pdb
O94986 AF-O94986-F1-model_v4.pdb
O94988 AF-O94988-F1-model_v4.pdb
O94989 AF-O94989-F1-model_v4.pdb
O94991 AF-O94991-F1-model_v4.pdb
O94992 AF-O94992-F1-model_v4.pdb
O94993 AF-O94993-F1-model_v4.pdb
O95006 AF-O95006-F1-model_v4.pdb
O95007 AF-O95007-F1-model_v4.pdb
O95013 AF-O95013-F1-model_v4.pdb
O95025 AF-O95025-F1-model_v4.pdb
O95045 AF-O95045-F1-model_v4.pdb
O95047 AF-O95047-F1-model_v4.pdb
O95049 AF-O95049-F1-model_v4.pdb
O95050 AF-O95050-F1-model_v4.pdb
O95057 AF-O95057-F1-model_v4.pdb
O95059 AF-O95059-F1-model_v4.pdb
O95067 AF-O95067-F1-model_v4.pdb
O95069 AF-O95069-F1-model_v4.pdb
O95070 AF-O95070-F1-model_v4.pdb
O95071 AF-O95071-F1-model_v4.pdb
O95072 AF-O95072-F1-model_v4.pdb
O95073 AF-O95073-F1-model_v4.pdb
O95076 AF-O95076-F1-model_v4.pdb
O95081 AF-O95081-F1-model_v4.pdb
O95084 AF-O95084-F1-model_v4.pdb
O95096 AF-O95096-F1-model_v4.pdb
O95104 AF-O95104-F1-model_v4.pdb
O95125 AF-O95125-F1-model_v4.pdb
O95136 AF-O95136-F1-model_v4.pdb
O95139 AF-O95139-F1-model_v4.pdb
O95140 AF-O95140-F1-model_v4.pdb
O95147 AF-O95147-F1-model_v4.pdb
O95149 AF-O95149-F1-model_v4.pdb
O95150 AF-O95150-F1-model_v4.pdb
O95153 AF-O95153-F1-model_v4.pdb
O95154 AF-O95154-F1-model_v4.pdb
O95155 AF-O95155-F1-model_v4.pdb
O95156 AF-O95156-F1-model_v4.pdb
O95157 AF-O95157-F1-model_v4.pdb
O95158 AF-O95158-F1-model_v4.pdb
O95159 AF-O95159-F1-model_v4.pdb
O95163 AF-O95163-F1-model_v4.pdb
O95164 AF-O95164-F1-model_v4.pdb
O95166 AF-O95166-F1-model_v4.pdb
O95167 AF-O95167-F1-model_v4.pdb
O95168 AF-O95168-F1-model_v4.pdb
O95169 AF-O95169-F1-model_v4.pdb
O95170 AF-O95170-F1-model_v4.pdb
O95171 AF-O95171-F1-model_v4.pdb
O95177 AF-O95177-F1-model_v4.pdb
O95178 AF-O95178-F1-model_v4.pdb
O95180 AF-O95180-F1-model_v4.pdb
O95182 AF-O95182-F1-model_v4.pdb
O95183 AF-O95183-F1-model_v4.pdb
O95185 AF-O95185-F1-model_v4.pdb
O95190 AF-O95190-F1-model_v4.pdb
O95196 AF-O95196-F1-model_v4.pdb
O95197 AF-O95197-F1-model_v4.pdb
O95198 AF-O95198-F1-model_v4.pdb
O95199 AF-O95199-F1-model_v4.pdb
O95201 AF-O95201-F1-model_v4.pdb
O95202 AF-O95202-F1-model_v4.pdb
O95206 AF-O95206-F1-model_v4.pdb
O95208 AF-O95208-F1-model_v4.pdb
O95210 AF-O95210-F1-model_v4.pdb
O95214 AF-O95214-F1-model_v4.pdb
O95218 AF-O95218-F1-model_v4.pdb
O95219 AF-O95219-F1-model_v4.pdb
O95221 AF-O95221-F1-model_v4.pdb
O95222 AF-O95222-F1-model_v4.pdb
O95229 AF-O95229-F1-model_v4.pdb
O95231 AF-O95231-F1-model_v4.pdb
O95232 AF-O95232-F1-model_v4.pdb
O95235 AF-O95235-F1-model_v4.pdb
O95236 AF-O95236-F1-model_v4.pdb
O95237 AF-O95237-F1-model_v4.pdb
O95238 AF-O95238-F1-model_v4.pdb
O95239 AF-O95239-F1-model_v4.pdb
O95243 AF-O95243-F1-model_v4.pdb
O95248 AF-O95248-F1-model_v4.pdb
O95249 AF-O95249-F1-model_v4.pdb
O95251 AF-O95251-F1-model_v4.pdb
O95255 AF-O95255-F1-model_v4.pdb
