INFO:2025-10-30 14:26:02,909:Starting HSC computation pipeline...
INFO:2025-10-30 14:27:21,294:Processing A0A1B0GTY4 with model AF-A0A1B0GTY4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,351:No transcript record found for A0A1B0GTY4 in gnomAD.
INFO:2025-10-30 14:27:21,351:Processing A0A1B0GTZ2 with model AF-A0A1B0GTZ2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,404:No transcript record found for A0A1B0GTZ2 in gnomAD.
INFO:2025-10-30 14:27:21,404:Processing A0A1B0GU29 with model AF-A0A1B0GU29-F1-model_v4.pdb
INFO:2025-10-30 14:27:21,440:Computing HSC features for: A0A1B0GU29, ENST00000573100, ../Ntranos_Rotation/ESM-SaProt/AF-A0A1B0GU29-F1-model_v4.pdb.gz
ERROR:2025-10-30 14:27:21,478:Missing ENST record in counts: ENST00000573100
INFO:2025-10-30 14:27:21,478:Processing A0A1B0GU33 with model AF-A0A1B0GU33-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,506:No transcript record found for A0A1B0GU33 in gnomAD.
INFO:2025-10-30 14:27:21,506:Processing A0A1B0GU71 with model AF-A0A1B0GU71-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,546:No transcript record found for A0A1B0GU71 in gnomAD.
INFO:2025-10-30 14:27:21,546:Processing A0A1B0GUA5 with model AF-A0A1B0GUA5-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,585:No transcript record found for A0A1B0GUA5 in gnomAD.
INFO:2025-10-30 14:27:21,585:Processing A0A1B0GUA6 with model AF-A0A1B0GUA6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,643:No transcript record found for A0A1B0GUA6 in gnomAD.
INFO:2025-10-30 14:27:21,643:Processing A0A1B0GUA7 with model AF-A0A1B0GUA7-F1-model_v4.pdb
INFO:2025-10-30 14:27:21,686:Computing HSC features for: A0A1B0GUA7, ENST00000450035, ../Ntranos_Rotation/ESM-SaProt/AF-A0A1B0GUA7-F1-model_v4.pdb.gz
ERROR:2025-10-30 14:27:21,729:Missing ENST record in counts: ENST00000450035
INFO:2025-10-30 14:27:21,729:Processing A0A1B0GUA9 with model AF-A0A1B0GUA9-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,781:No transcript record found for A0A1B0GUA9 in gnomAD.
INFO:2025-10-30 14:27:21,781:Processing A0A1B0GUC4 with model AF-A0A1B0GUC4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,800:No transcript record found for A0A1B0GUC4 in gnomAD.
INFO:2025-10-30 14:27:21,800:Processing A0A1B0GUI7 with model AF-A0A1B0GUI7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,832:No transcript record found for A0A1B0GUI7 in gnomAD.
INFO:2025-10-30 14:27:21,832:Processing A0A1B0GUJ8 with model AF-A0A1B0GUJ8-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,893:No transcript record found for A0A1B0GUJ8 in gnomAD.
INFO:2025-10-30 14:27:21,893:Processing A0A1B0GUL7 with model AF-A0A1B0GUL7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:21,978:No ENST transcript IDs were mapped to A0A1B0GUL7
INFO:2025-10-30 14:27:21,978:Processing A0A1B0GUQ0 with model AF-A0A1B0GUQ0-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,020:No transcript record found for A0A1B0GUQ0 in gnomAD.
INFO:2025-10-30 14:27:22,020:Processing A0A1B0GUS0 with model AF-A0A1B0GUS0-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,068:No transcript record found for A0A1B0GUS0 in gnomAD.
INFO:2025-10-30 14:27:22,068:Processing A0A1B0GUS4 with model AF-A0A1B0GUS4-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,121:No transcript record found for A0A1B0GUS4 in gnomAD.
INFO:2025-10-30 14:27:22,121:Processing A0A1B0GUT2 with model AF-A0A1B0GUT2-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,138:No transcript record found for A0A1B0GUT2 in gnomAD.
INFO:2025-10-30 14:27:22,138:Processing A0A1B0GUU1 with model AF-A0A1B0GUU1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,270:No transcript record found for A0A1B0GUU1 in gnomAD.
INFO:2025-10-30 14:27:22,271:Processing A0A1B0GUV1 with model AF-A0A1B0GUV1-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,296:No transcript record found for A0A1B0GUV1 in gnomAD.
INFO:2025-10-30 14:27:22,296:Processing A0A1B0GUV7 with model AF-A0A1B0GUV7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,349:No transcript record found for A0A1B0GUV7 in gnomAD.
INFO:2025-10-30 14:27:22,349:Processing A0A1B0GUV8 with model AF-A0A1B0GUV8-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,413:No transcript record found for A0A1B0GUV8 in gnomAD.
INFO:2025-10-30 14:27:22,413:Processing A0A1B0GUW6 with model AF-A0A1B0GUW6-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,705:No transcript record found for A0A1B0GUW6 in gnomAD.
INFO:2025-10-30 14:27:22,705:Processing A0A1B0GUW7 with model AF-A0A1B0GUW7-F1-model_v4.pdb
ERROR:2025-10-30 14:27:22,734:No transcript record found for A0A1B0GUW7 in gnomAD.
INFO:2025-10-30 14:27:22,734:Pipeline completed.
INFO:2025-10-30 14:27:22,735:no_enst_for_uniprot: 2
INFO:2025-10-30 14:27:22,735:no_valid_cds: 2
INFO:2025-10-30 14:27:22,735:no_variant_data: 42
INFO:2025-10-30 14:27:22,735:bad_structure: 0
INFO:2025-10-30 14:27:22,735:no_enst_mp: 2
