INFO:2025-10-30 14:26:03,817:Starting HSC computation pipeline...
ERROR:2025-10-30 14:27:35,834:No transcript record found for A0A494C0I6 in gnomAD.
INFO:2025-10-30 14:27:35,834:Processing A0A494C0N9 with model AF-A0A494C0N9-F1-model_v4.pdb
ERROR:2025-10-30 14:27:35,897:No transcript record found for A0A494C0N9 in gnomAD.
INFO:2025-10-30 14:27:35,898:Processing A0A494C0Y3 with model AF-A0A494C0Y3-F1-model_v4.pdb
ERROR:2025-10-30 14:27:35,953:No transcript record found for A0A494C0Y3 in gnomAD.
INFO:2025-10-30 14:27:35,953:Pipeline completed.
INFO:2025-10-30 14:27:35,953:no_enst_for_uniprot: 3
INFO:2025-10-30 14:27:35,953:no_valid_cds: 6
INFO:2025-10-30 14:27:35,953:no_variant_data: 40
INFO:2025-10-30 14:27:35,953:bad_structure: 0
INFO:2025-10-30 14:27:35,953:no_enst_mp: 0
