INFO:2025-10-30 14:25:03,805:Starting HSC computation pipeline...
ERROR:2025-10-30 14:26:00,407:No valid CDS found for A0A075B6S2
INFO:2025-10-30 14:26:00,407:Processing A0A075B6S4 with model AF-A0A075B6S4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,456:No valid CDS found for A0A075B6S4
INFO:2025-10-30 14:26:00,456:Processing A0A075B6S5 with model AF-A0A075B6S5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,538:No valid CDS found for A0A075B6S5
INFO:2025-10-30 14:26:00,538:Processing A0A075B6S6 with model AF-A0A075B6S6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,579:No valid CDS found for A0A075B6S6
INFO:2025-10-30 14:26:00,579:Processing A0A075B6S9 with model AF-A0A075B6S9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,603:No valid CDS found for A0A075B6S9
INFO:2025-10-30 14:26:00,603:Processing A0A075B6T6 with model AF-A0A075B6T6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,639:No valid CDS found for A0A075B6T6
INFO:2025-10-30 14:26:00,639:Processing A0A075B6T7 with model AF-A0A075B6T7-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,687:No valid CDS found for A0A075B6T7
INFO:2025-10-30 14:26:00,687:Processing A0A075B6T8 with model AF-A0A075B6T8-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,731:No valid CDS found for A0A075B6T8
INFO:2025-10-30 14:26:00,731:Processing A0A075B6U4 with model AF-A0A075B6U4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,762:No valid CDS found for A0A075B6U4
INFO:2025-10-30 14:26:00,762:Processing A0A075B6U6 with model AF-A0A075B6U6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,795:No valid CDS found for A0A075B6U6
INFO:2025-10-30 14:26:00,795:Processing A0A075B6V2 with model AF-A0A075B6V2-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,815:No valid CDS found for A0A075B6V2
INFO:2025-10-30 14:26:00,815:Processing A0A075B6V5 with model AF-A0A075B6V5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,858:No valid CDS found for A0A075B6V5
INFO:2025-10-30 14:26:00,859:Processing A0A075B6W5 with model AF-A0A075B6W5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,895:No valid CDS found for A0A075B6W5
INFO:2025-10-30 14:26:00,895:Processing A0A075B6X5 with model AF-A0A075B6X5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,918:No valid CDS found for A0A075B6X5
INFO:2025-10-30 14:26:00,918:Processing A0A075B6Y3 with model AF-A0A075B6Y3-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,951:No valid CDS found for A0A075B6Y3
INFO:2025-10-30 14:26:00,951:Pipeline completed.
INFO:2025-10-30 14:26:00,951:no_enst_for_uniprot: 0
INFO:2025-10-30 14:26:00,951:no_valid_cds: 45
INFO:2025-10-30 14:26:00,951:no_variant_data: 5
INFO:2025-10-30 14:26:00,951:bad_structure: 0
INFO:2025-10-30 14:26:00,951:no_enst_mp: 0
