INFO:2025-10-30 14:25:03,636:Starting HSC computation pipeline...
ERROR:2025-10-30 14:26:00,611:No valid CDS found for A0A0C4DH90
INFO:2025-10-30 14:26:00,611:Processing A0A0C5B5G6 with model AF-A0A0C5B5G6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,628:No ENST transcript IDs were mapped to A0A0C5B5G6
INFO:2025-10-30 14:26:00,628:Processing A0A0D9SF12 with model AF-A0A0D9SF12-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,676:No transcript record found for A0A0D9SF12 in gnomAD.
INFO:2025-10-30 14:26:00,676:Processing A0A0G2JKD1 with model AF-A0A0G2JKD1-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,787:No transcript record found for A0A0G2JKD1 in gnomAD.
INFO:2025-10-30 14:26:00,787:Processing A0A0G2JKW9 with model AF-A0A0G2JKW9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,821:No valid CDS found for A0A0G2JKW9
INFO:2025-10-30 14:26:00,821:Processing A0A0G2JLE6 with model AF-A0A0G2JLE6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,873:No transcript record found for A0A0G2JLE6 in gnomAD.
INFO:2025-10-30 14:26:00,873:Processing A0A0G2JLG4 with model AF-A0A0G2JLG4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:00,986:No valid CDS found for A0A0G2JLG4
INFO:2025-10-30 14:26:00,986:Processing A0A0G2JLM5 with model AF-A0A0G2JLM5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,074:No transcript record found for A0A0G2JLM5 in gnomAD.
INFO:2025-10-30 14:26:01,074:Processing A0A0G2JLQ3 with model AF-A0A0G2JLQ3-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,155:No transcript record found for A0A0G2JLQ3 in gnomAD.
INFO:2025-10-30 14:26:01,155:Processing A0A0G2JLW4 with model AF-A0A0G2JLW4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,184:No transcript record found for A0A0G2JLW4 in gnomAD.
INFO:2025-10-30 14:26:01,185:Processing A0A0G2JMD5 with model AF-A0A0G2JMD5-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,254:No transcript record found for A0A0G2JMD5 in gnomAD.
INFO:2025-10-30 14:26:01,255:Processing A0A0G2JMH3 with model AF-A0A0G2JMH3-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,285:No transcript record found for A0A0G2JMH3 in gnomAD.
INFO:2025-10-30 14:26:01,285:Processing A0A0G2JMH6 with model AF-A0A0G2JMH6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,334:No transcript record found for A0A0G2JMH6 in gnomAD.
INFO:2025-10-30 14:26:01,334:Processing A0A0G2JMI3 with model AF-A0A0G2JMI3-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,381:No valid CDS found for A0A0G2JMI3
INFO:2025-10-30 14:26:01,381:Processing A0A0G2JMM0 with model AF-A0A0G2JMM0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,447:No transcript record found for A0A0G2JMM0 in gnomAD.
INFO:2025-10-30 14:26:01,447:Processing A0A0G2JMP0 with model AF-A0A0G2JMP0-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,529:No transcript record found for A0A0G2JMP0 in gnomAD.
INFO:2025-10-30 14:26:01,529:Processing A0A0G2JMS6 with model AF-A0A0G2JMS6-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,803:No ENST transcript IDs were mapped to A0A0G2JMS6
INFO:2025-10-30 14:26:01,803:Processing A0A0G2JN01 with model AF-A0A0G2JN01-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,892:No transcript record found for A0A0G2JN01 in gnomAD.
INFO:2025-10-30 14:26:01,892:Processing A0A0G2JN53 with model AF-A0A0G2JN53-F1-model_v4.pdb
ERROR:2025-10-30 14:26:01,956:No transcript record found for A0A0G2JN53 in gnomAD.
INFO:2025-10-30 14:26:01,956:Processing A0A0G2JN68 with model AF-A0A0G2JN68-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,042:No transcript record found for A0A0G2JN68 in gnomAD.
INFO:2025-10-30 14:26:02,043:Processing A0A0G2JND7 with model AF-A0A0G2JND7-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,091:No transcript record found for A0A0G2JND7 in gnomAD.
INFO:2025-10-30 14:26:02,092:Processing A0A0G2JNF4 with model AF-A0A0G2JNF4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,154:No transcript record found for A0A0G2JNF4 in gnomAD.
INFO:2025-10-30 14:26:02,154:Processing A0A0G2JNG1 with model AF-A0A0G2JNG1-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,234:No transcript record found for A0A0G2JNG1 in gnomAD.
INFO:2025-10-30 14:26:02,234:Processing A0A0G2JNH3 with model AF-A0A0G2JNH3-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,316:No transcript record found for A0A0G2JNH3 in gnomAD.
INFO:2025-10-30 14:26:02,316:Processing A0A0G2JNJ9 with model AF-A0A0G2JNJ9-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,364:No valid CDS found for A0A0G2JNJ9
INFO:2025-10-30 14:26:02,365:Processing A0A0G2JNQ3 with model AF-A0A0G2JNQ3-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,435:No transcript record found for A0A0G2JNQ3 in gnomAD.
INFO:2025-10-30 14:26:02,435:Processing A0A0G2JP20 with model AF-A0A0G2JP20-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,547:No transcript record found for A0A0G2JP20 in gnomAD.
INFO:2025-10-30 14:26:02,547:Processing A0A0G2JPB7 with model AF-A0A0G2JPB7-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,648:No transcript record found for A0A0G2JPB7 in gnomAD.
INFO:2025-10-30 14:26:02,649:Processing A0A0G2JPC4 with model AF-A0A0G2JPC4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,694:No transcript record found for A0A0G2JPC4 in gnomAD.
INFO:2025-10-30 14:26:02,694:Processing A0A0G2JPF8 with model AF-A0A0G2JPF8-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,741:No transcript record found for A0A0G2JPF8 in gnomAD.
INFO:2025-10-30 14:26:02,742:Processing A0A0G2JPN4 with model AF-A0A0G2JPN4-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,767:No valid CDS found for A0A0G2JPN4
INFO:2025-10-30 14:26:02,767:Processing A0A0G2JQ47 with model AF-A0A0G2JQ47-F1-model_v4.pdb
ERROR:2025-10-30 14:26:02,799:No transcript record found for A0A0G2JQ47 in gnomAD.
INFO:2025-10-30 14:26:02,799:Pipeline completed.
INFO:2025-10-30 14:26:02,799:no_enst_for_uniprot: 2
INFO:2025-10-30 14:26:02,799:no_valid_cds: 24
INFO:2025-10-30 14:26:02,799:no_variant_data: 24
INFO:2025-10-30 14:26:02,799:bad_structure: 0
INFO:2025-10-30 14:26:02,799:no_enst_mp: 0
